att,pval.adj,pval.att,beta.raw.att,beta.Z.att,beta.0,pval.0,gene,p_adj_use,beta_use
ZNF76,0.009110603149598325,7.664556771955967e-5,0.3374878897380059,3.802979148233668,-0.4087116579081655,4.915377597042652e-4,ACKR1,0.009110603149598325,0
ERBB3,0.010263576266751118,9.210163783960621e-5,0.3558379160567384,3.7564563337361156,-0.37726888742698833,7.028795423494967e-4,ACMSD,0.010263576266751118,0
GAL,0.014246787942499738,1.4894075800177858e-4,0.3358019527879941,3.6323177745742274,-0.36583358731230053,0.0010141157079637205,ACOT1,0.014246787942499738,0
ERGIC2,0.014246787942499738,1.5009832090463296e-4,0.3314533326516407,3.6302885542326404,-0.3922687590050383,8.254525566796431e-4,ACP2,0.014246787942499738,0
UBE2I,0.014246787942499738,1.52938229756166e-4,0.3180359911217626,3.6253716914387355,-0.3874004599010021,8.648278835585796e-4,ACSL6,0.014246787942499738,0
AGA,0.014246787942499738,1.6537571557866904e-4,0.35626054207170016,3.604799929051448,-0.3583664273451971,0.0011355533761228847,ACSS2,0.014246787942499738,0
RAB8A,0.014246787942499738,1.6999988703315865e-4,0.3351715038811246,3.5975198417196963,-0.37769331436409415,9.836313314104449e-4,ACTBL2,0.014246787942499738,0
RPS3A,0.014246787942499738,1.7578762464105118e-4,0.3594319031286886,3.5886650335986734,-0.395766723942801,8.787937230044155e-4,ACTG1P4,0.014246787942499738,0
METAP1D,0.01528696007883256,1.971957834061407e-4,0.33766221193403195,3.5581266739314015,-0.3487959395947521,0.001341761868285405,ACTR10,0.01528696007883256,0
TM9SF1,0.01542847343721576,2.0767434800514763e-4,0.30503682148917755,3.544295156771598,-0.38792342207592856,0.001022590688350687,ACTR1B,0.01542847343721576,0
XRCC6BP1,0.021496682723945903,3.01411703925209e-4,0.3230914491640134,3.4433890928928284,-0.34605572403152507,0.0017187146560062635,ACTR3B,0.021496682723945903,0
APIP,0.021795097759812483,3.1781970934106814e-4,0.319207071645072,3.4288254484419194,-0.36496969040978255,0.0015515030054593826,ADARB1,0.021795097759812483,0
POLR3D,0.023077490153722333,3.5528528869592166e-4,0.2914748755122158,3.3980358235696624,-0.3608759830483078,0.001710639659690821,ADCY8,0.023077490153722333,0
CORO1B,0.023077490153722333,3.6240590258229124e-4,0.3344883090466579,3.3925282229002844,-0.36622275634402834,0.0016586247585319795,ADD2,0.023077490153722333,0
SART3,0.0362985229918576,5.903853991945431e-4,0.30977151791462737,3.254613784078865,-0.36232589057932907,0.0023004233761846284,ADD3.AS1,0.0362985229918576,0
FAM120C,0.0394025094575633,6.629698730941666e-4,0.2729701024893387,3.221115227807626,-0.34229851367312614,0.0027804920820073283,ADIPOR2,0.0394025094575633,0
S100A5,0.041059220593587006,7.138731567028588e-4,0.2960036167498456,3.199590257907455,-0.32934218189100556,0.003175888845063231,ADIRF,0.041059220593587006,0
USP2,0.04429809530047151,7.95030313861519e-4,0.3154907400331412,3.168040851300349,-0.352116148296236,0.002915489802408592,ADNP2,0.04429809530047151,0
FUT1,0.05127036155747202,9.489186379117087e-4,0.2486875102933816,3.1156162561627148,-0.3267430197126246,0.0038082022834525554,ADPGK.AS1,0.05127036155747202,0
ADIRF,0.05149725578527287,9.820003907455288e-4,0.3097375526966926,3.1053778016293787,-0.34678078804412565,0.003412940898776281,ADRBK2,0.05149725578527287,0
COPB1,0.05349442123200493,0.0010500867880651557,0.2469035633244525,3.085267467779938,-0.24254475610042314,0.009187380563168084,ADSS,0.05349442123200493,0
MAP3K3,0.05357863682911985,0.001096416871923629,0.28147874528491446,3.0722574303553394,-0.3429671883267335,0.0037716494483181055,ADSSL1,0.05357863682911985,0
RPL12,0.05357863682911985,0.0011118393509127508,0.26944730012643625,3.0680384799470626,-0.3246357013737664,0.00425232014880646,AFM,0.05357863682911985,0
ARFGAP3,0.05683278053707915,0.0012112426586702231,0.29853465947267105,3.0420683184593273,-0.32310584891503064,0.0045006655653596975,AGA,0.05683278053707915,0
THAP1,0.059975205366625664,0.0013852918837909283,0.2532115829357396,3.000973852213039,-0.30693363355969916,0.005444976094854575,AGPAT4,0.059975205366625664,0
TM9SF3,0.059975205366625664,0.0013930142792647287,0.26813439603272937,2.9992623166845878,-0.32371954193111047,0.004870521152994879,AGPAT9,0.059975205366625664,0
TNIP2,0.059975205366625664,0.001399252689722256,0.27872825322425954,2.9978860082915277,-0.34106669220998975,0.004395606771014166,AHCYL2,0.059975205366625664,0
ASCC3,0.059975205366625664,0.001412764231855456,0.2709067809627361,2.994924256751387,-0.31676080094638726,0.005151736049262707,AHSA2,0.059975205366625664,0
TRAFD1,0.06103401856293878,0.0014719365104915129,0.26709723664869245,2.9822513578089533,-0.3214214367035884,0.005123540001010453,AIFM2,0.06103401856293878,0
ARHGDIB,0.06112530509829777,0.0015313332574069304,0.28451102563799485,2.9699904004997264,-0.3144323402657753,0.005476826014623072,AIM1L,0.06112530509829777,0
CYTH2,0.06112530509829777,0.0015427025964236678,0.2688880389414132,2.9676931575381302,-0.32645446073576134,0.0051070962443451745,AIMP2,0.06112530509829777,0
KIAA0195,0.06144618139223951,0.0015852632327779121,0.25246048737457416,2.959228632259966,-0.32678622601457685,0.0051712084517402095,AK3,0.06144618139223951,0
POLG2,0.0728254181392591,0.0019196829234689721,0.2684818288632406,2.899120487472801,-0.3112928632081678,0.006367523164997112,AKAP11,0.0728254181392591,0
ARF4,0.07321174649231627,0.0019810103022849797,0.27159385277867304,2.8891469311646714,-0.29820261729943115,0.007032343605675558,AKAP8L,0.07321174649231627,0
CCNE1,0.07321174649231627,0.002011988546339595,0.24906766610039452,2.8842153282059186,-0.321898661710758,0.006126253529547218,AKIRIN2,0.07321174649231627,0
COPZ2,0.07792748342676217,0.002185291178540723,0.25818873384910784,2.8578371509028653,-0.29894375023119346,0.007390749510231907,AKNAD1,0.07792748342676217,0
GNA14,0.08054717415460197,0.0023039292663402694,0.2593158810920062,2.840854182286467,-0.28677656506612104,0.008396879485877327,AKT1S1,0.08054717415460197,0
LARGE,0.08171420449636331,0.002383140007745873,0.2667697624711768,2.829951653577528,-0.3136523800550376,0.0071449530983840525,AKT3,0.08171420449636331,0
KHSRP,0.08188038994837255,0.0024339095161322183,0.24087049695447166,2.8231352914580032,-0.30811722146738235,0.007465286786364018,ALAS1,0.08188038994837255,0
RBBP8,0.08624408347527326,0.0026119913110851127,0.23586282605811404,2.8002029644148143,-0.30465002998872803,0.007978028483171211,ALDOB,0.08624408347527326,0
NSMAF,0.08781632630409612,0.002708860317849291,0.25268554598224924,2.788316859039948,-0.2859794766784461,0.009134336847103736,AMDHD1,0.08781632630409612,0
ELANE,0.09318142547173057,0.0029266179620958564,0.270117961563982,2.7629414075498024,-0.3019015174369932,0.008642926714014504,AMH,0.09318142547173057,0
ACOT1,0.10272820590039547,0.003333116934531981,0.26713625376601385,2.7198240114219208,-0.3147262907621492,0.008742578953528216,AMZ2P1,0.10272820590039547,0
LRAT,0.10272820590039547,0.0033416914987229036,0.2251950802334923,2.7189666837499624,-0.2845746024421986,0.010426914652455174,ANAPC1P1,0.10272820590039547,0
UBQLN1,0.11191400166289346,0.0037032675816661325,0.21420552053895897,2.684502621473746,-0.25125434364954824,0.014175693956472895,ANAPC7,0.11191400166289346,0
DLG1.AS1,0.11387035103507061,0.0038318682344948046,0.24762035824001075,2.67297188373499,-0.2853564003549435,0.01115926367824212,ANKH,0.11387035103507061,0
SEC16B,0.11518468524466892,0.004044784543108151,0.24427051088445573,2.6546236385435824,-0.29262123870869927,0.011079492187733027,ANKK1,0.11518468524466892,0
CSPG4,0.11518468524466892,0.004073622857781477,0.22708063669490358,2.652205458953822,-0.2829483920750247,0.011752335101287807,ANKMY1,0.11518468524466892,0
BRPF3,0.11518468524466892,0.00410533327514893,0.24362903657284135,2.6495641001669346,-0.27926256436312386,0.012158244985941792,ANKRD12,0.11518468524466892,0
SH3BP1,0.11518468524466892,0.004159590644294114,0.22119398239065705,2.645086793806215,-0.2919948337132768,0.011303118565395785,ANKRD13B,0.11518468524466892,0
RBBP5,0.11518468524466892,0.00419910518278378,0.24598167005507532,2.6418588860850285,-0.27895168588994174,0.01229082292954941,ANKRD18A,0.11518468524466892,0
MAP2K2,0.11692196693669991,0.004328014479990014,0.22777153760526153,2.631514327101344,-0.29338976312375364,0.01149091223453512,ANKRD44.IT1,0.11692196693669991,0
ELOVL6,0.12240337509981661,0.004605171897350251,0.21879540578400614,2.610176100490469,-0.27395522114912996,0.013351293460088629,ANP32A.IT1,0.12240337509981661,0
SEC14L1,0.12240337509981661,0.004668216212443932,0.21300136991375485,2.6054831388745345,-0.27858167172913784,0.013075146945161868,ANP32C,0.12240337509981661,0
PBX1,0.12263219671987607,0.004760104710899138,0.2443931077168835,2.5987434955689586,-0.2792956890124016,0.013171712199123548,ANXA13,0.12263219671987607,0
BUD13,0.12263219671987607,0.00489612343351125,0.22825309676760888,2.5889774036747797,-0.27594897580063477,0.013612591989483044,ANXA7,0.12263219671987607,0
ELAVL2,0.12263219671987607,0.004911565486486719,0.23424501737840567,2.5878840321735956,-0.30514422034695693,0.011785530540773461,ANXA8,0.12263219671987607,0
ARPC2,0.12263219671987607,0.0050574756151254415,0.25268405608846534,2.5777016520884604,-0.2943923485026702,0.012654610955398745,AP1B1P1,0.12263219671987607,0
HBQ1,0.12263219671987607,0.0050790531738721416,0.24525649656839724,2.5762181620114375,-0.2866334979769184,0.013131339439773721,AP1M2,0.12263219671987607,0
PSPH,0.12263219671987607,0.00508961444602963,0.2346729315606776,2.57549410641769,-0.2855959288025358,0.013272126101038369,AP2B1,0.12263219671987607,0
UBE2H,0.12788277659481403,0.005379253081666322,0.21006010634705272,2.5561414286617303,-0.2852458667472173,0.013733398094483087,AP2M1,0.12788277659481403,0
TXNDC15,0.12983483895830697,0.005534182703775283,0.22569778523671427,2.546167637595742,-0.2552385219045836,0.016610827850191023,AP2S1,0.12983483895830697,0
DDX42,0.13158273309966692,0.00569738769107071,0.2230075150067839,2.5359263508692402,-0.2595898404129043,0.016579810591586405,AP3M1,0.13158273309966692,0
MOB3B,0.13158273309966692,0.005801973657971363,0.18685050674967482,2.529499804236341,-0.22703739639552997,0.021488221750588704,AP3M2,0.13158273309966692,0
RBBP7,0.13158273309966692,0.005888837212027467,0.24180434554194014,2.5242400636525533,-0.29178636238806405,0.014082239359421938,APBB2,0.13158273309966692,0
GGPS1,0.13158273309966692,0.005903880340983372,0.23110195656002352,2.5233361873768123,-0.2822653387211576,0.014775157809987682,APELA,0.13158273309966692,0
ATF3,0.1339069607829955,0.006083266305901646,0.19855540881189118,2.5127124316377434,-0.24345088281389865,0.019172706018374824,APEX2,0.1339069607829955,0
UBE2L3,0.13440260027871498,0.006181162772212355,0.2246310510487422,2.5070315008582873,-0.2924321638996287,0.014511225131797341,APH1B,0.13440260027871498,0
CBX3P2,0.13608567311602662,0.006334891120936741,0.2109329027790615,2.4982697459768386,-0.2653340679742909,0.016894481278647334,APIP,0.13608567311602662,0
CGN,0.14304163947112578,0.00680137284227301,0.21949641565446587,2.47279038762654,-0.26678452363749067,0.017476931043126316,ARAP1,0.14304163947112578,0
U2SURP,0.14304163947112578,0.006819147142482159,0.25492482113534837,2.471850509632665,-0.26957441333572113,0.017245800939978646,AREG,0.14304163947112578,0
TATDN3,0.14980821836075978,0.0072524227426727875,0.20295253960706724,2.4495844257062274,-0.2672138105538581,0.01819888877900858,ARF1,0.14980821836075978,0
NNT.AS1,0.14980821836075978,0.007309767244748234,0.20407748185871027,2.4467261491208623,-0.26393989850571536,0.018559737432035737,ARF3,0.14980821836075978,0
CAP2,0.15667621824854047,0.007811996379796943,0.22162550899752537,2.4225051809634617,-0.2810014570207574,0.017789947518212754,ARF4,0.15667621824854047,0
ZC3H12A,0.15667621824854047,0.007820630075221593,0.22840131021080526,2.4221009520163177,-0.26093291189286155,0.0196649793461017,ARFGAP1,0.15667621824854047,0
SFR1,0.16524344716722386,0.008340947978154878,0.1969158796048197,2.3984365936767187,-0.2762119471284545,0.018924760922746586,ARFGAP3,0.16524344716722386,0
UBE3D,0.16761156101194033,0.008554487970884223,0.2333631010325714,2.389099119248827,-0.27051660224607876,0.019731801122203768,ARFGEF1,0.16761156101194033,0
DBP,0.16866589738976645,0.008770463612384972,0.21013681801472342,2.379861246354973,-0.2552768963210635,0.02170834486183642,ARFGEF2,0.16866589738976645,0
TRIM29,0.16866589738976645,0.00879749212408765,0.23652199192829337,2.378719269410552,-0.23691575207178447,0.024349846285587968,ARFIP1,0.16866589738976645,0
OTUB2,0.1733610334816349,0.009139617020344184,0.235664150285001,2.36452426802597,-0.27751016255023425,0.019969032014702574,ARHGAP10,0.1733610334816349,0
UPF2,0.17580043643055263,0.009366820785699665,0.21061126799759852,2.3553528321218553,-0.2452063083440466,0.023926494665110664,ARHGAP31,0.17580043643055263,0
MCM3AP.AS1,0.1791716351261782,0.009646930438650088,0.2054198778799964,2.344310372654543,-0.2544195831268088,0.02308248952866995,ARHGDIB,0.1791716351261782,0
PLEKHA3,0.18294720739346326,0.009952820592914155,0.20814846254450697,2.3325677403004996,-0.2643909644423455,0.0223708056193732,ARHGDIG,0.18294720739346326,0
SF3B5,0.18350620818467742,0.010086151655691749,0.1968348438542091,2.3275479164501505,-0.2459598390344269,0.024827705144091553,ARHGEF10,0.18350620818467742,0
LCP2,0.194989579378508,0.01082667883256999,0.21849321761031867,2.300679148732784,-0.25494099443888596,0.02465818910611144,ARHGEF25,0.194989579378508,0
PPP1CB,0.19501747454563137,0.010937603732228345,0.21096151955302359,2.29679347175319,-0.2513988634090384,0.02523852805491284,ARHGEF3.AS1,0.19501747454563137,0
GM140,0.19851437121491464,0.011245065335225115,0.16261698748069234,2.2861999258189747,-0.2305927626157526,0.029076213159602408,ARHGEF7,0.19851437121491464,0
GCNT1,0.20848094073132292,0.011959005955859248,0.20225471994519287,2.262541608946449,-0.2548201803877065,0.026282618865184657,ARHGEF7.AS1,0.20848094073132292,0
BAZ2B,0.20848094073132292,0.012123732227996434,0.19510956345194866,2.2572578152756817,-0.23147342094903725,0.03003980113149216,ARID1B,0.20848094073132292,0
CD47,0.20848094073132292,0.012160413817194382,0.203402774666289,2.2560897032263574,-0.2643933519775796,0.025466225769879114,ARID4B,0.20848094073132292,0
ACAA2,0.23269882200834113,0.01370352008461908,0.18905323923307207,2.209518438228148,-0.24705806421888662,0.02966159565471987,ARIH2,0.23269882200834113,0
FZD1,0.23554872086956175,0.014003457325952633,0.2004375868805364,2.2009976593482112,-0.24681594514174926,0.030004201970684798,ARIH2OS,0.23554872086956175,0
YY1,0.23745296957377382,0.014249841696238809,0.1927532587985295,2.194115350656708,-0.2541359845581445,0.029510068368684902,ARL3,0.23745296957377382,0
ASIC1,0.2405756144386986,0.014572162848782641,0.18897362554495006,2.1852652645372004,-0.23582466173762448,0.0326242888380093,ARL6IP4,0.2405756144386986,0
NOM1,0.2484989421850166,0.015543905922168285,0.18241790380437967,2.1595682825462914,-0.25152772222829334,0.03154182879701953,ARL6IP6,0.2484989421850166,0
EIF2B2,0.2484989421850166,0.015616656841970675,0.19037034617826076,2.15770058055703,-0.23749667186301385,0.033710783448361134,ARMC9,0.2484989421850166,0
FBXO8,0.2484989421850166,0.015646719183987898,0.17958971144875152,2.1569309866865094,-0.2356840056116683,0.033960736883998026,ARPC1B,0.2484989421850166,0
THOC6,0.2484989421850166,0.015734994945869385,0.18045642904587267,2.1546784553702407,-0.24268461188633728,0.03300665378667204,ARPC2,0.2484989421850166,0
GOLGA7B,0.2484989421850166,0.015842071569881547,0.1795770689037734,2.151960711610604,-0.23019481279642431,0.03534881183918222,ARPC3,0.2484989421850166,0
KPNA2,0.2484989421850166,0.01588832271962529,0.17006740228727033,2.1507916753847804,-0.24153245180455699,0.033382582924212714,ARPC4,0.2484989421850166,0
GTF3C4,0.2542460458880308,0.01639837087892515,0.19348170248862911,2.1380899017345154,-0.24511300182166987,0.03355385267683191,ARPC4.TTLL3,0.2542460458880308,0
SCYL2,0.2543899293741141,0.01655032630813081,0.21721620541803396,2.1343713008014977,-0.23848109112287622,0.03472472637397995,ARPC5L,0.2543899293741141,0
ANXA8,0.2545549204107544,0.016703828204182987,0.2049917688420962,2.1306444600718684,-0.253498157213165,0.03282425825575768,ARPP21,0.2545549204107544,0
PPP1R1A,0.2552272943508234,0.016891094073694428,0.18737841264765376,2.1261374132525095,-0.2565478519620641,0.0326958710826566,ARRDC1,0.2552272943508234,0
MTMR2,0.2584018143679737,0.017246110998199032,0.1845182175466614,2.1177092128746082,-0.23919287403329617,0.0355528279584171,ARRDC3,0.2584018143679737,0
PTBP2,0.27051594205190593,0.018217274137639447,0.21297738242116543,2.0953892717514244,-0.24131026905959327,0.03649770752864106,ASB7,0.27051594205190593,0
ATP6AP1L,0.27051594205190593,0.018358064491464172,0.18854687029386472,2.0922383703673395,-0.22537952706737824,0.03931233155932233,ASB8,0.27051594205190593,0
PSMD12,0.2733855258432389,0.018706132446929414,0.1803623058948268,2.0845361760598857,-0.21866397199098933,0.04121493216890977,ASB9,0.2733855258432389,0
VEZT,0.2934820329557769,0.020245816070420954,0.18393810168206332,2.0518643496492235,-0.2083595119241348,0.045866406392518655,ASCC3,0.2934820329557769,0
AHCYL2,0.29433528016144545,0.02046975588335347,0.1921758082178238,2.047289819185552,-0.24301810974858806,0.03913217177749408,ASIC1,0.29433528016144545,0
CNOT3,0.30740749381016,0.02155128251613573,0.16321409574843715,2.0257769990665824,-0.22858213884545175,0.042883878350182356,ATF3,0.30740749381016,0
ANKRD13B,0.3132306289933821,0.022135198683772377,0.15091046851024467,2.0145397969458485,-0.2195690382766643,0.0453906228219061,ATF5,0.3132306289933821,0
TRAPPC12,0.31884301144462096,0.022710635139353258,0.1752923135867556,2.0037083592213323,-0.2233240000451129,0.045272556590864085,ATF7,0.31884301144462096,0
MRFAP1L1,0.3218798603557084,0.0231941019707579,0.16940417995167276,1.9947857644197238,-0.2232754001414958,0.045945744068750106,ATG13,0.3218798603557084,0
SNRNP25,0.3218798603557084,0.023497140927870693,0.17199136906149856,1.9892727132053836,-0.22285121890250803,0.04645133282614153,ATG14,0.3218798603557084,0
DESI2,0.3218798603557084,0.023647473266444518,0.15542266452660833,1.9865599920707113,-0.22922510720385222,0.04540298230565495,ATG4C,0.3218798603557084,0
SLC10A1,0.3218798603557084,0.023696626417808016,0.1814868310567009,1.9856761838253105,-0.22246475943315458,0.0467165468777567,ATG9B,0.3218798603557084,0
RBAK,0.3218798603557084,0.023829580239457943,0.18215052130491488,1.983293294549438,-0.23952094774215185,0.04396187833363523,ATN1,0.3218798603557084,0
CSRP2,0.32933863359411314,0.02456648248346441,0.1726867939685359,1.9702853762874706,-0.2229679717283933,0.04776943539142781,ATP11C,0.32933863359411314,0
MAP4K1,0.33576495854302757,0.02567198051067274,0.16642318989601046,1.9513729950081642,-0.2273975058475553,0.04834690129998935,ATP1A1.AS1,0.33576495854302757,0
H2AFY2,0.33576495854302757,0.02573706895461134,0.18220709642960772,1.9502809442103617,-0.23165339418738384,0.04755808951941209,ATP2A3,0.33576495854302757,0
IPO5P1,0.33576495854302757,0.025760631446621066,0.16419895360570955,1.949886184706673,-0.22852660994779295,0.04815986801494039,ATP2C2,0.33576495854302757,0
OXCT1,0.33576495854302757,0.0259265756740272,0.1704657247212411,1.9471145416751605,-0.22548478711038591,0.04894100478179405,ATP5B,0.33576495854302757,0
SRA1,0.33576495854302757,0.026298723511680902,0.16089357610574137,1.940952481181544,-0.22310200233021438,0.04985083213188564,ATP5C1,0.33576495854302757,0
ZC3H8,0.33576495854302757,0.026314159314701803,0.1793145577667851,1.9406984750484961,-0.21851790546579397,0.05080837991542547,ATP5D,0.33576495854302757,0
CD55,0.33576495854302757,0.026364046099845124,0.1578328689126867,1.9398784080363114,-0.22927730747085645,0.04884992485850841,ATP5G1,0.33576495854302757,0
GUCY1A2,0.34222078030988073,0.02706288840364172,0.17598030044917684,1.9285248418050092,-0.2167272521138105,0.052158870688896956,ATP5G3,0.34222078030988073,0
PPP2R3A,0.34236419615958985,0.02736475006993851,0.17173279588866872,1.9236964129984508,-0.2206528554499652,0.05168153790997713,ATP5H,0.34236419615958985,0
DAPK1,0.34236419615958985,0.027598439403085095,0.1541086530475295,1.9199889022190852,-0.22780034391771634,0.05055382279131067,ATP5L2,0.34236419615958985,0
ELAC1,0.34236419615958985,0.027650277199652795,0.16549099213852517,1.9191700437242751,-0.22433859958355795,0.051307537111620886,ATP5S,0.34236419615958985,0
NOP10,0.3449000901782142,0.02804852107450424,0.16649753941834786,1.9129215445181513,-0.21655172691974975,0.053335516769818854,ATP6AP1L,0.3449000901782142,0
NUGGC,0.3749021602616456,0.030783219816331416,0.15771846479454532,1.8719034233531022,-0.22068481015535465,0.05582610444862603,ATP6V0A1,0.3749021602616456,0
C16orf70,0.3749021602616456,0.030908927402390297,0.15125465126503795,1.8700918415696481,-0.19276913633848036,0.06321195696151095,ATP6V0E2,0.3749021602616456,0
ZC3H18,0.38503641327342153,0.03224441354892115,0.16048679708958263,1.851213575516257,-0.2314389731016537,0.055764877856653634,ATP6V1E2,0.38503641327342153,0
COPB2,0.38503641327342153,0.03242432003894834,0.1499363388551923,1.8487201303149334,-0.21590016203521956,0.05880209720819166,ATP6V1G2,0.38503641327342153,0
EID1,0.38503641327342153,0.03259041145170751,0.14491497612920895,1.8464282885220424,-0.22218331861285223,0.05777785419755924,ATRIP,0.38503641327342153,0
EIF2S3,0.38503641327342153,0.03260824363672835,0.17557357214690408,1.846182802069588,-0.22831271886695326,0.05668892514993473,ATXN1L,0.38503641327342153,0
HNRNPU,0.38690763172191134,0.03302355997014366,0.18517799185948017,1.8404964850297767,-0.21560025130987606,0.05954549506919687,ATXN2,0.38690763172191134,0
TBRG4,0.38690763172191134,0.03375623646720053,0.17070058524967743,1.830607362156046,-0.2204863694868736,0.059541108833999226,ATXN3,0.38690763172191134,0
CRCT1,0.38690763172191134,0.0337635120756692,0.13535482707505847,1.8305100526922344,-0.19846942804157153,0.06475257451773792,ATXN7L3B,0.38690763172191134,0
LCT,0.38690763172191134,0.03419611173034365,0.15288339921736074,1.8247549575934339,-0.19369089130987555,0.06677693093856103,ATXN8OS,0.38690763172191134,0
ELF2,0.38690763172191134,0.034290722591425626,0.16036322594345573,1.8235042993332955,-0.21675537867942937,0.06085297278051081,AURKA,0.38690763172191134,0
NFXL1,0.38690763172191134,0.034455628805451444,0.16141319930101422,1.821331184178314,-0.2171100237929841,0.06095952106057209,AZU1,0.38690763172191134,0
ACTR3B,0.38690763172191134,0.034969607861686805,0.14700324023369565,1.814612494357746,-0.1930011903585924,0.06784238651728179,B4GALT1.AS1,0.38690763172191134,0
IKBIP,0.38690763172191134,0.03517676111908456,0.1517970849819542,1.8119275509364077,-0.1920068933951429,0.06843977045565647,BACE1,0.38690763172191134,0
SLAMF1,0.38690763172191134,0.035259315732409015,0.16345433338934037,1.810861169312887,-0.18625636281388622,0.07041445068190533,BAGE,0.38690763172191134,0
PPM1H,0.38690763172191134,0.035354079608618624,0.16945538721352055,1.8096396034789899,-0.2202939921509039,0.061532921727248814,BARD1,0.38690763172191134,0
RPL29,0.38690763172191134,0.03562058088842347,0.19120728586772212,1.8062185956933348,-0.22050849541006856,0.06179057889681487,BAZ1B,0.38690763172191134,0
IKZF2,0.38690763172191134,0.035679188879225096,0.1566764118254097,1.8054690811064316,-0.2054295138235116,0.06509557076348235,BAZ2A,0.38690763172191134,0
HSPA4L,0.38690763172191134,0.035756741967800786,0.15932372938400322,1.8044788373637861,-0.20743991220188557,0.06469515929091689,BAZ2B,0.38690763172191134,0
TMSB15A,0.38690763172191134,0.03580468829731653,0.17141346300864946,1.8038675118995637,-0.1969190505484478,0.06758908813595933,BCAR1,0.38690763172191134,0
DDX60,0.39078873283072324,0.036383022798597904,0.1500089753545645,1.7965460483568823,-0.21126154596732655,0.06455706950134733,BCDIN3D,0.39078873283072324,0
BCMO1,0.3920873080604703,0.036736360923622195,0.1720829066736904,1.7921197776808204,-0.20847530474443812,0.06562154580240742,BCL7C,0.3920873080604703,0
HMGN5,0.3920873080604703,0.03694372840951151,0.15833435064963305,1.78953830222755,-0.2013020879535947,0.06760851356075312,BCMO1,0.3920873080604703,0
STL,0.39550770665196755,0.03750878471446788,0.1670884345711177,1.782563756398353,-0.21941616849987602,0.06426518494119816,BECN1P1,0.39550770665196755,0
GSTM1,0.39550770665196755,0.0377283374995109,0.1657912694073314,1.7798769739025013,-0.2133917163293586,0.06570369104208028,BFSP1,0.39550770665196755,0
LRRC48,0.39550770665196755,0.0379755004625607,0.16511141180517128,1.7768675658615445,-0.21212780761233963,0.06628981883092226,BID,0.39550770665196755,0
PTGES3L,0.39550770665196755,0.038153295313594175,0.15567250359148943,1.7747126551741759,-0.21638161258394512,0.06566491908557562,BIN3,0.39550770665196755,0
DDX19A,0.39776184832726014,0.038593830488287156,0.15963851794137734,1.7694084075755887,-0.20663707630863717,0.06824366051423794,BIRC3,0.39776184832726014,0
METRN,0.39886487556150424,0.0389245588040952,0.16099850031021776,1.7654586742684846,-0.21616635813143734,0.06663085643149114,BLID,0.39886487556150424,0
WHSC1L1,0.4004227406749582,0.039301166359011604,0.15019848259777852,1.7609942251865474,-0.1973192953453547,0.07140340703647381,BLVRA,0.4004227406749582,0
