gene,rf_importance
MLLT10P1,0.684211621915532
PTBP2,0.6827250931277329
AP1M2,0.6806252931493557
CTNNBIP1,0.6756787054348442
SNRNP25,0.6715571588407412
DGCR5,0.670053387379117
GDNF,0.6621014317249352
SEMA4F,0.6521091883191186
C16orf74,0.6507793775334713
C14orf169,0.6488871130872255
MOB3B,0.648348413614825
VRTN,0.6467470424915964
TERT,0.6429461466814778
R3HDM4,0.6357509451624347
RASSF6,0.6350528973782859
KLC2,0.6300861036408957
MAN1B1.AS1,0.6299104945271387
CALM2,0.6287119205860386
TMA16,0.6267393830593824
HNRNPKP3,0.6262316497065845
GABARAPL3,0.626146822883879
TMSB15A,0.6251718864618804
IKBIP,0.6153853483706255
PTPN7,0.6143842080222544
PPP1R12B,0.6139525053166622
GPR110,0.6099568219153778
FOXK1,0.6089655432671425
ACKR1,0.6070061166684846
IL17A,0.6059366190718211
FAM169A,0.6049644265806735
PPM1B,0.6027232516231298
OSBP2,0.5932334797874861
PCGEM1,0.5930670654964812
PKMYT1,0.5928380502586061
PARL,0.585613313238953
DDX18,0.5828036959989226
POGLUT1,0.5737525831877998
NFKB2,0.5728917967628571
RCCD1,0.5722076947308176
YY1,0.5697635078018485
CHUK,0.5675816806584173
FAM104B,0.5661559264416839
TM9SF3,0.5593810543598919
ASIC1,0.5585799080806962
DNM3,0.557681588823573
CTDP1,0.5526694845634287
PHF21A,0.5516563619838315
MLXIP,0.5515492375734131
UBE2Q1,0.550344968098939
TUBB1,0.550330515760072
TMEM30B,0.5471829837913817
ZNF664.FAM101A,0.5467267356303185
LCT,0.5434175873285834
RBM5.AS1,0.5429148746082819
MTERF,0.5420324023174335
ITGB2.AS1,0.5417424537375025
RPS16P5,0.5417035704212916
ARAP1,0.5410562051492734
PSMD3,0.5399779484032373
GOPC,0.5387583858549602
TMEFF1,0.5379921250211178
UBE3D,0.5377618064427989
PPP1R10,0.5301329396238991
TMEM59L,0.5293833542300221
PABPC4L,0.5289144788671298
SRSF8,0.5265562145912714
PDS5B,0.5243174168355417
TPD52L3,0.5226944985652145
ZDHHC6,0.5212038199251409
RPL6,0.5203526219857777
PSMD10,0.5201442194005579
P4HTM,0.5198399384114929
INTS12,0.5196096481929228
PITPNC1,0.518126272912765
HNRNPU,0.5146280160961128
TMEM215,0.5134828696566336
TAF1A,0.5115596959541854
PHGDH,0.5112559890961346
WDYHV1,0.5110124408176389
PTMS,0.5090879902000132
WDR83,0.5022954283331499
CBFA2T3,0.4974699035410946
ELOVL2,0.495335048796102
PRDM4,0.4948215748198672
AK3,0.4873832327934223
IP6K2,0.48717475096973484
UQCRBP1,0.4855515212746791
MFGE8,0.4842056543981551
ACBD4,0.4837732831483155
DENND1A,0.4826414473741429
NDFIP2,0.4809910243525363
ATP6V0A1,0.4808138235058702
HSP90AB4P,0.48047395174411345
MDH1B,0.4799912059574344
KIAA0195,0.47973970401196975
FAM205A,0.4791173299160588
SUCLG2,0.4749080951059056
GSPT2,0.4744412446580823
YLPM1,0.47175865181531906
DGKE,0.4712472421036028
MCM3AP.AS1,0.4707481142700959
SMARCA5.AS1,0.47050497028792976
DEPDC1,0.4676779777257473
ATN1,0.46696568132979477
SETDB2,0.46631217434534256
CCNT2.AS1,0.4641417156076093
MATK,0.4581446933376136
TM9SF1,0.45617337755972304
ENOSF1,0.4557735404112246
ETFA,0.4549103245031178
COG4,0.4498960259737969
IMPDH1,0.4472476945523042
TRAPPC11,0.4458485115333571
EGF,0.4431923953297581
GCNT1,0.44306375806534076
CDK13,0.43839513829132054
TCIRG1,0.43767772821690165
MAEA,0.4339245123869397
HIF3A,0.4331450256541446
XRRA1,0.4308020564109454
ATP5B,0.4274427578369975
TOP1MT,0.4236924576455423
CRTC3,0.42120568760539784
PTENP1,0.4179276956551994
RAP2C.AS1,0.41622198192498916
GBGT1,0.415340613546042
EIF3F,0.4071046269766168
GM140,0.4050595712237028
FDPSP2,0.4032524704112724
SRPK1,0.402296047308917
ABCF2,0.40180051830581204
HEATR6,0.3996118136307952
SF3B3,0.39834031235524836
ZSWIM8.AS1,0.3954102822319929
PRR14,0.39520942794528685
FLII,0.3928970211647549
SEC14L1,0.3928536367645598
KDM2B,0.39165894960849473
CARD9,0.3883598949991628
RBMS1,0.3875838237137299
TM9SF4,0.38669383768507676
PATL2,0.3859608887005274
ATP5S,0.3830419579141734
GOSR2,0.3804647580197165
LDHAL6A,0.37970949986972896
SETD3,0.37813931781260807
PRCD,0.3735026554099499
ACAD11,0.3721134102714078
CCT6B,0.3696962979264711
PPP6R1,0.3695783631106896
STAT4,0.3687064538714633
PTPN12,0.3653915584596102
TMEM204,0.3639668878064164
OXCT1,0.36304825100052535
RBM26,0.3629166018100242
HNRNPK,0.36160415565547344
NT5C3A,0.3597010275888469
ENO1.AS1,0.35834831877601636
BRD7,0.35808733959075034
BLVRA,0.35669411500107956
POLR2H,0.3563477815522142
SLC30A6,0.3555807860687113
GTPBP10,0.35489319133456987
ARHGEF10,0.35239745611077283
HSPA6,0.3522585671600282
MFNG,0.35221995459766847
COPS6,0.35212985620351345
KLF3.AS1,0.35121632468610264
RERE,0.3462839370008488
CHD1L,0.3460425662223917
TCF3,0.34533238682410256
PPP2CB,0.3450340704482035
RHOB,0.3446225805264259
TMEM132A,0.343743704353471
SAP30L,0.3434531907535905
TESC,0.343398300510136
KDM4A,0.34020883622373993
COPB2,0.34004372432494684
ARIH2OS,0.33725967992937844
RYK,0.33561046011230894
MRPS6,0.33468088259834866
ACAP3,0.3332270420598578
ZC3H12A,0.3325456216266715
SRPRB,0.33194793137561246
WDR11,0.3318872277447187
KPNA5,0.33094440318063056
UQCRFS1,0.32942450669065215
RAB5B,0.3282758215478762
DNAJC15,0.32706137518616557
TRABD,0.3220656294495499
PRR11,0.32009474593825576
ADCY8,0.3186842956689522
RABGAP1L,0.3178509993528491
PRPF39,0.3174645292086583
NSMCE1,0.3155245173101835
C10orf55,0.31483831558319375
CKAP2,0.31278305596345196
CAMK2N1,0.30858149915665445
YBX2,0.3077680907762495
EID2,0.30631555888756345
MAMDC2,0.30512470107409345
WDR49,0.30431810203216014
DNAJC11,0.30422274920273634
MLH1,0.3019846990262441
NDUFA11,0.30173618411360176
SART3,0.29967024055693364
ARHGEF3.AS1,0.2994180919455219
RNF112,0.2992494669696567
NUP188,0.29656256877527487
DDX51,0.2941501910046122
SF3B4,0.2940275311349117
CAPRIN2,0.29231761058349537
GIF,0.2919994454842908
VPS28,0.28700422194480146
WHSC1L1,0.28117889361440285
GART,0.27946049094020375
PTCD1,0.2782086777112422
TNRC6B,0.2764559343300243
MYL1,0.27374632641263924
PSMB10,0.2715402567184337
PRKAG2.AS1,0.2710199962809876
LMAN2L,0.26919398057792704
GRK7,0.2679574239871907
SNX18,0.2677089487835351
ACTR3B,0.26504460356116233
TBL1Y,0.2629950617387376
PSMG1,0.2613061427190356
KCTD19,0.2606230085037014
CHD4,0.2599791637424712
MAN2C1,0.25869208754108985
SLC10A1,0.2563028643937362
CTDSP2,0.2530823763926312
RBM23,0.2516035684905255
LRAT,0.24931555418573556
LBX1,0.24913706025902801
PPP6R3,0.2482426355128223
SNX10,0.24421928128503384
SLU7,0.2394512036555615
CCDC116,0.23693777356964657
PSMB9,0.23583293480537934
FBXO2,0.23388508155791843
SIN3B,0.23343000119334834
RBM12B,0.2332931753249162
YTHDC2,0.23202418639416994
SPDEF,0.22677662890837966
SCAMP4,0.2259789434340653
RPS21,0.22561309617351646
POLR2D,0.22500407589944435
PPP3CC,0.22081753889780176
EPS8,0.2205704877861386
CUL2,0.21977831219023225
SEC24D,0.21443957761121252
PTPN20B,0.2138575661175059
STAMBPL1,0.21297377367475057
SPR,0.21140162980536228
STX16.NPEPL1,0.21108811757880463
YY1AP1,0.20566195204548818
HNRNPC,0.20543966477802753
ATP2A3,0.2019334020342223
POLR1E,0.20166401325523195
COX10,0.1965393693867393
UBA5,0.19592829406778803
ILKAP,0.19581886464988688
ACMSD,0.19269497326267887
RNF168,0.1923466001860241
TTC18,0.19154606476813396
RAD21.AS1,0.1892407796973791
NFYC.AS1,0.18805873404667328
PWP2,0.18124728727671346
ABCG1,0.17781234921681224
EIF4G3,0.17727887442660734
GMPS,0.1756985636095273
TNFRSF10C,0.17493061972950952
MORC4,0.17481054359389914
FBXW4,0.17306108828674596
SPG20,0.17042782819590743
SEPW1,0.1691567869470163
UFSP1,0.16450421503804913
INS,0.16316581387277693
IYD,0.1579676649835585
ZNF76,0.15787613556202995
PSMB3,0.1545540957904462
WASF3,0.1544578538393804
RAB36,0.1541424043959476
DDX43,0.15393131890146527
FBXW12,0.15186003985426555
YIPF4,0.15097884962197708
C4orf32,0.14907727128734397
KCTD20,0.141992318384473
SH3BP1,0.141575795477209
COPG2,0.13551932774806727
MPHOSPH9,0.132410198122425
PRPF8,0.13079719350424504
IL6ST,0.13054436865260327
PAPOLB,0.12907299469538452
ATF5,0.1289719349701186
COMMD8,0.12828035258824766
TMEM174,0.12564012108537082
CHPT1,0.11645360364758221
USP8,0.11544047510284931
KIAA0319,0.1139759345667197
CCNI2,0.10980605060620476
MYL2,0.10967604470053521
CD79A,0.1095975763098819
FGD5P1,0.1085251649325518
EHMT1.IT1,0.10719670681370135
DNAJC8,0.10614878890500909
RAB20,0.10492835738819198
SSSCA1,0.09952402342382484
DDX19A,0.099404963580298
LSM14B,0.09820641786005788
ANKH,0.09733386791100544
PARP1,0.09632583848769695
ADSS,0.09482828441477098
BAGE,0.09425580889769913
POLR2C,0.09395335177281187
PSMB5,0.09324141125637392
EIF3E,0.08971387493456685
RBBP7,0.08819806295584796
CLIP1.AS1,0.0876196207234329
DRAM1,0.08760050482389377
SMIM13,0.0862308477363066
HNRNPH1,0.08556870513151052
YTHDF3,0.08432140339871075
PSMA3,0.08292920123974534
FYCO1,0.07795802374450532
KANTR,0.0740824263061544
ZDHHC4,0.07304058017272345
ARMC9,0.07266596134203708
CLPTM1L,0.07221660046160011
TP53,0.07170501866839307
BRAT1,0.06976063450125757
RCSD1,0.06966622299707814
TMED10P1,0.06818431878762057
RNF125,0.06715418806740799
DAPK1,0.06252238968119707
FLNB,0.05910536590085944
C10orf82,0.05758036901866725
PPP2R1B,0.05355431282695007
PRPF40B,0.052975754850325324
C7orf31,0.05147061208773863
TOR1AIP1,0.05095643746523003
TRIM45,0.047113784373086616
UBE2NL,0.04629955962317112
MAST4,0.04563619923463877
RRAD,0.040777905372215185
AKT3,0.03862782882026216
THRB,0.0377700273697407
HDAC4,0.03715847375208072
ARID1B,0.035294133875697006
PSMD8,0.03266647275767934
SMC1A,0.03228516549689683
URM1,0.031760817207080315
ARFGEF1,0.027789443657447174
DNAJC9,0.0275526088910251
HNRNPA3,0.027388653881867786
SASS6,0.02476748060671418
CAPN10,0.02336961083387946
PRPH,0.02236926586586858
HCN1,0.021389476841877694
PSMC3,0.019681246473565037
H2AFX,0.015645757589572467
CD55,0.01541120280988911
TRIM29,0.015017624067525472
DET1,0.014436257703170346
SMEK2,0.012598335093293665
TGS1,0.011622522296416868
LARS2,0.011353186368591018
ATG9B,0.009990632093673305
FES,0.00840086457760969
NUP155,0.007550070284163495
AGA,0.005009869715757558
RAB6A,0.004444460665586652
RAC1,0.00106899342745027
PPP2R5B,5.748969339491618e-5
CBX2,-0.0014074392374087822
HMGXB4,-0.0032234765499248876
CTDSPL,-0.006618976657950755
L3MBTL3,-0.009517829957664157
PPIA,-0.011345673755054483
TMED6,-0.014560660118680797
STK4.AS1,-0.015356893350603912
SUZ12P1,-0.015703997387117814
CDKAL1,-0.02176484726767368
STATH,-0.027915197524625776
NAPA.AS1,-0.029046883689857275
SURF6,-0.03064155523527805
BRD4,-0.03209885133894857
HADHB,-0.03752131886463931
KLF14,-0.043723534414217925
FLJ10038,-0.043928992096935376
ACSS2,-0.04399124297892922
APELA,-0.04420253163990043
SASH1,-0.047431803819067746
UBE2J1,-0.04785100824111343
SIRT3,-0.049049341931272805
CELF2.AS2,-0.050469054874758605
RPL26L1,-0.05212985515650669
ATP5G1,-0.054937645699813464
LSM2,-0.05571298592362113
RPS12,-0.056290409569637816
EEF2K,-0.058853784653414516
TNR,-0.06033998465295641
NAA60,-0.0605309764486937
LRRFIP2,-0.06294707791243788
CRCP,-0.06428838678294747
SP140,-0.06842883199511762
BECN1P1,-0.07475777184391484
DHX29,-0.08352574553190208
CD5,-0.08462614584009863
HMHB1,-0.0848509285594324
HIATL1,-0.08579475438197126
SP3,-0.09040608552174653
PRNT,-0.09278327744853704
ZC3H7B,-0.09327148380729698
GOLGA2P2Y,-0.09585517779730311
SHC2,-0.10095572395059271
MAP4K5,-0.10642308576736885
SHISA6,-0.11084891443917723
ERGIC2,-0.11587639979275795
CCDC94,-0.12336571039433523
IFNB1,-0.12459124734309988
EDC4,-0.12502858585719212
SF3A2,-0.13076232916218766
GNB3,-0.13220471775943135
DIAPH2,-0.1329588465451271
DYRK1B,-0.13361181748506804
TEX264,-0.1346655501612337
USP34,-0.13647418706059308
NELL1,-0.1369363257931352
MAFA,-0.141100858720123
NPM1,-0.14434694487500502
ARRDC3,-0.1495324839271975
RRP7A,-0.1507632910350346
USP49,-0.15109214680022284
PRDM5,-0.15179529664729458
RPN2,-0.15348666195353253
USP11,-0.1540172841230685
CCNDBP1,-0.15445319808517657
SERP2,-0.1551645716813491
HNRNPUL2.BSCL2,-0.15549504917707746
SORBS1,-0.15618864872659002
TYMP,-0.15935458031963795
IPO5P1,-0.16008266546524882
EZH2,-0.16076611817743103
NOM1,-0.16397411387232186
ACP2,-0.16590768478899487
BTF3L4,-0.16632903659974438
CLTCL1,-0.16648292942533718
TMBIM4,-0.1676310277017929
DDX47,-0.16788178196149411
SMARCD2,-0.1706665241945046
CARS2,-0.17144120254697032
AAK1,-0.17314591090814244
ALAS1,-0.17713232292323577
NMT2,-0.17968525508566605
RTDR1,-0.1820092742068897
EIF5A2,-0.18227366270390674
YWHAE,-0.18274505294914772
MBTPS2,-0.1842371419636744
KIAA0513,-0.1857940091340488
GNB1L,-0.18659941983364312
MTOR.AS1,-0.18740595051859613
OSCAR,-0.18860577881958143
PFN1P2,-0.1886233510254782
GANC,-0.1907873770615535
DHX40,-0.19296253269165053
TMED3,-0.19608330231626567
CNOT10,-0.19818842478539522
GTPBP3,-0.19822503574578015
SRP14.AS1,-0.1987393101648669
LGALS8.AS1,-0.19955619014598777
N4BP2,-0.1995965484787798
SUPT7L,-0.20201175489321382
LAT,-0.2031888528097643
FAM78B,-0.20352027897972333
CCAT1,-0.20556484001658332
PMS1,-0.2078713555024797
HMGN5,-0.2141841409158818
ARFGAP1,-0.21464860900543473
ZNHIT1,-0.21538165470699608
C19orf10,-0.21606082588431955
TMCO2,-0.21826718182110696
ANXA13,-0.21905014478730392
PDCD2L,-0.2201945021947867
KDM3A,-0.22069064502783375
EMBP1,-0.22753783163471009
DCPS,-0.22870685544178745
CNOT8,-0.23198232594805238
FTLP10,-0.23331672515361698
RSL24D1,-0.23565161178093488
RELB,-0.24050304452448257
TRAFD1,-0.24075919160748832
QDPR,-0.2410998109734204
BAZ2A,-0.2458337220146817
DENND4C,-0.24675479208493414
NDRG2,-0.25079418596707315
BRD3,-0.25479612797296486
PTK6,-0.25560043107185676
GTF3C4,-0.2610193679107711
ZNF248,-0.26273597701893103
UACA,-0.26382096251102843
SMARCA5,-0.2655030388774835
DHRS7B,-0.2699327986349019
KIF5C,-0.2721788632873451
DAZL,-0.27316258248204184
METRN,-0.2746723391409919
EXD1,-0.2761342787917155
SUMO1,-0.2764346328488709
HSPA4L,-0.27941666595969866
KLHDC2,-0.2797657396483124
FAM120AOS,-0.28359005745530885
TAF1,-0.288729668271598
MTA3,-0.29198472352608784
CALCR,-0.2932115225581547
MARK4,-0.29413636368138185
XRCC6BP1,-0.29432082687586864
RPL17,-0.29448521379121523
EIF2S3,-0.2966259937267634
WDR38,-0.29700030542521005
SRA1,-0.2988845694515764
ARL6IP4,-0.3006398642919119
PAK3,-0.3009179958063129
RNF216.IT1,-0.3022697251526096
IVD,-0.3023620678301148
SETMAR,-0.3064077590472012
STL,-0.3096164837572981
NIT1,-0.31047335696443656
NUP50.AS1,-0.31103031825913813
SMARCD1,-0.31124823487389525
ARIH2,-0.3142634693276933
RCVRN,-0.3143357593387752
GRK1,-0.31443408485299246
SPATA13.AS1,-0.3154629693483792
ARF3,-0.317321705578747
VPS37A,-0.3175976155369252
DDX50,-0.3192986620203851
FGFR2,-0.32035567711329394
GML,-0.32386830391180915
DESI2,-0.3239926658972089
ZFP91.CNTF,-0.3249705168178722
UNC45A,-0.33559286341438516
SRPK3,-0.3370465467410985
ANKRD13B,-0.34352932155982113
YWHAZ,-0.3438631161542338
ENTHD1,-0.35045054149728994
THOC3,-0.35387058880959876
