att,pval.adj,pval.att,beta.raw.att,beta.Z.att,beta.0,pval.0,gene,p_adj_use,beta_use
BRD3,0.00106242792512404,1.012971100791289e-5,0.058944405657396934,4.262525692067824,-0.04365318978412527,0.007588485874469335,ACOT1,0.00106242792512404,0
PRDM5,0.00191658005166941,1.9348536696606494e-5,0.05180459934647621,4.11558815242097,-0.043425609154736845,0.009201970173033577,ACP2,0.00191658005166941,0
ARAP1,0.002004439516194304,2.2440334734016156e-5,0.054437849782203555,4.081254226379993,-0.04181043591289582,0.011022737788873672,ACSL6,0.002004439516194304,0
U2AF1L4,0.002004439516194304,2.248389810649808e-5,0.052952600502971854,4.0808033150193355,-0.043223200316271554,0.009755864794479013,ACSS2,0.002004439516194304,0
NEK8,0.002668875452566382,3.143375462921707e-5,0.05343051330148761,4.002208755652937,-0.04169454444468992,0.01216808467999002,ACTBL2,0.002668875452566382,0
DLEC1,0.005993211411964871,7.394876672082286e-5,0.05020546374780098,3.7949405912097065,-0.03788872060364872,0.020942779357111318,ACTG1P4,0.005993211411964871,0
ANKH,0.007101532334100375,9.160697907140136e-5,0.05325265410946104,3.7414561764304124,-0.037949133661905804,0.022002552189548743,ACTR10,0.007101532334100375,0
GRK7,0.009066121851822845,1.2203416962633104e-4,0.05245309719062416,3.66873829733851,-0.03795574181851539,0.02369717010505797,ACTR1B,0.009066121851822845,0
TRPC5,0.009574335935534795,1.3424475512527757e-4,0.051363084062965934,3.644273220842131,-0.037537925073957805,0.02510926685613244,ACTR3B,0.009574335935534795,0
ZCCHC9,0.0103432082000197,1.508263674708425e-4,0.04980098824569764,3.6141958598972392,-0.03447445552115813,0.033075503053432195,ADARB1,0.0103432082000197,0
ADPGK.AS1,0.013114346026645686,2.047002849253054e-4,0.04749656384266526,3.534248237644923,-0.03349105951246317,0.038500734960977695,ADCY8,0.013114346026645686,0
C6orf118,0.013114346026645686,2.0594598359286552e-4,0.0502760613558365,3.532643944799912,-0.03522789670086698,0.033575658242737096,ADD2,0.013114346026645686,0
METAP1D,0.014245302608880675,2.3169589212425102e-4,0.04430464212742291,3.5013630237600095,-0.0347317685024236,0.03593921493144855,ADD3.AS1,0.014245302608880675,0
DENND4C,0.014998916534838922,2.5236539318293196e-4,0.04953127366172721,3.4785194063317113,-0.03381062135775457,0.039441487995891415,ADIPOR2,0.014998916534838922,0
PTPN12,0.01600310267986105,2.78236782431684e-4,0.046839738128445406,3.4522676641196086,-0.02827831236838061,0.06374637028702727,ADIRF,0.01600310267986105,0
GNL3,0.018140740504663137,3.391785263841524e-4,0.0422972125313757,3.398448219822853,-0.02657241514441831,0.07672662131928205,ADNP2,0.018140740504663137,0
TAF4B,0.018140740504663137,3.406384100572203e-4,0.04478560492898458,3.397272851664018,-0.0340426720010791,0.04172610846364417,ADPGK.AS1,0.018140740504663137,0
ADD2,0.018140740504663137,3.459255059778725e-4,0.04244475852638795,3.393054983089561,-0.033985118978919905,0.04206818173911627,ADRBK2,0.018140740504663137,0
SUGT1,0.018602493529107617,3.651639223324546e-4,0.04976929777304093,3.378196776290202,-0.03430440094152862,0.041656196221424115,ADSS,0.018602493529107617,0
DDX42,0.018642670001187623,3.7640836794321616e-4,0.04596083029321819,3.369845850323943,-0.03454205377678995,0.04126039704667476,ADSSL1,0.018642670001187623,0
PSPH,0.02053215302802573,4.260738429820258e-4,0.04236303087754406,3.335530140050653,-0.03264571366673126,0.048978892486287104,AFM,0.02053215302802573,0
TMED3,0.020580802356346652,4.3862618594569424e-4,0.04645698022009615,3.3274465009150815,-0.03152998431262714,0.05367147296322539,AGA,0.020580802356346652,0
SZT2,0.02119407331143954,4.6358320759738763e-4,0.046582662147380854,3.311992177897605,-0.030496584069734767,0.05887564346329919,AGPAT4,0.02119407331143954,0
HNRNPDL,0.025313427532445004,5.678839603464947e-4,0.042147842315102636,3.254775512509018,-0.030972789122891167,0.05946812020502535,AGPAT9,0.025313427532445004,0
TBC1D15,0.02624401209391507,6.034798069829041e-4,0.03999396249365611,3.23746384381456,-0.03010253699018637,0.06438912890561724,AHCYL2,0.02624401209391507,0
PTPN11,0.026916351140398035,6.49190044738417e-4,0.04376107719427364,3.2165668724869407,-0.030525746123636423,0.06343922707220681,AHSA2,0.026916351140398035,0
C16orf74,0.026916351140398035,6.539207757592427e-4,0.040605343775562935,3.214482380526371,-0.031270048461663515,0.06017120418916545,AIFM2,0.026916351140398035,0
CASC5,0.026916351140398035,6.763167963670956e-4,0.04210422949238638,3.204799144879203,-0.02987163617525286,0.06723850124958941,AIM1L,0.026916351140398035,0
STK4.AS1,0.026916351140398035,6.793246221637193e-4,0.04213587204982903,3.203521275027316,-0.03187971242325119,0.058135128048023406,AIMP2,0.026916351140398035,0
PITPNA,0.028903971496247665,7.45699769392817e-4,0.03978668995632727,3.1765731797202865,-0.02937297080837667,0.07134926292006942,AK3,0.028903971496247665,0
EGLN2,0.03241435183843146,8.544444960214686e-4,0.043470396259307695,3.1368655238729946,-0.03027615147644725,0.0689486539929754,AKAP11,0.03241435183843146,0
COPS6,0.032416936683529456,8.726937525571586e-4,0.042161136789738915,3.1306623846540678,-0.030038666433192012,0.07048249433119141,AKAP8L,0.032416936683529456,0
EXOSC2,0.03672188243276972,0.001009182411220256,0.045078281354101496,3.087720985167589,-0.02839959687110126,0.08205154614379595,AKIRIN2,0.03672188243276972,0
RAB6B,0.041059886803457464,0.001151426999536104,0.04178623499824638,3.0483074008556086,-0.027525635467353954,0.09003769145950494,AKNAD1,0.041059886803457464,0
MAVS,0.04265588446409209,0.001220106622360458,0.04222443425735795,3.0308521598266265,-0.028081698880093875,0.08761897024906301,AKT1S1,0.04265588446409209,0
TIAM1,0.0436205864397621,0.001272165168181508,0.04282109491871646,3.018210615943512,-0.028184505717669724,0.08781738891134949,AKT3,0.0436205864397621,0
HDAC10,0.04547610702359358,0.0013517855705274594,0.041714760375515865,2.999762817811123,-0.028325410600473517,0.08817786449435439,ALAS1,0.04547610702359358,0
TBRG4,0.048204920640133174,0.0014599359027297764,0.04244411796911362,2.9762344174584143,-0.027524037885599928,0.09491747958743814,ALDOB,0.048204920640133174,0
HNRNPUL2,0.0498994281332758,0.0015392420343971784,0.03767874189271873,2.959971942589149,-0.027196056667822474,0.09828926919964667,AMDHD1,0.0498994281332758,0
PATL2,0.0516129595003741,0.0016210464004604316,0.037982435925787865,2.9439789619648584,-0.025511119259513194,0.11208139861697568,AMH,0.0516129595003741,0
C4orf32,0.05609949140047002,0.001793421766588217,0.038378312299473895,2.9125549605456524,-0.026633993974653148,0.1057653357705865,AMZ2P1,0.05609949140047002,0
CIAPIN1,0.057530683301114174,0.001871441184220203,0.03785194333482502,2.8992271649512498,-0.026274174162488225,0.10946296522717505,ANAPC1P1,0.057530683301114174,0
PLEKHD1,0.05821801729858743,0.001926451497822018,0.04104838899232909,2.890130285637339,-0.026396780529234387,0.10923936385130407,ANAPC7,0.05821801729858743,0
ATXN8OS,0.06101593579005168,0.0020594921249788784,0.03844401499187676,2.8690691622821762,-0.023826996493102742,0.13285746068203141,ANKH,0.06101593579005168,0
STK38L,0.06101593579005168,0.002122213228298195,0.0370134412693074,2.8595653101322114,-0.02624132354099252,0.11281727649995962,ANKK1,0.06101593579005168,0
MED4.AS1,0.06101593579005168,0.002151831500873834,0.03730763035028184,2.855165647911436,-0.026087494532002785,0.11435808956763326,ANKMY1,0.06101593579005168,0
IDUA,0.06101593579005168,0.0021773099617071537,0.04148249456277933,2.8514246541926904,-0.025808745884593254,0.11685762285183719,ANKRD12,0.06101593579005168,0
YTHDC2,0.06101593579005168,0.0021901401517461063,0.04010720743853614,2.849555802700423,-0.02548759254811001,0.11961678667730788,ANKRD13B,0.06101593579005168,0
CAB39L,0.06796677106782106,0.0024777566569873077,0.04038077980422079,2.8100685203069085,-0.024986850321933506,0.12713004277702086,ANKRD18A,0.06796677106782106,0
C19orf10,0.07281959419050772,0.0027143919933301725,0.03937504730127682,2.780577298101539,-0.02555167202100775,0.12486852413614555,ANKRD44.IT1,0.07281959419050772,0
MAN1B1.AS1,0.07281959419050772,0.002736350426676398,0.03503288311223016,2.7779597765832533,-0.02379513755338003,0.1408695219926275,ANP32A.IT1,0.07281959419050772,0
PPRC1,0.07305734451216515,0.0027862587923876787,0.040604094457316615,2.7720803403872525,-0.024174364923768808,0.13775634091345468,ANP32C,0.07305734451216515,0
SAP30L,0.07427333161979768,0.0028742904552810098,0.037937567630647866,2.7619376341921424,-0.02406705269455998,0.1396722251876028,ANXA13,0.07427333161979768,0
GPBAR1,0.07621008252262605,0.002991983049121606,0.03677035434844158,2.7488064602132285,-0.024211259834312025,0.13948245330523634,ANXA7,0.07621008252262605,0
BAZ2A,0.07706002957225191,0.003068571003718388,0.03556900116280787,2.7405092273239786,-0.024888585351603994,0.13406613752146496,ANXA8,0.07706002957225191,0
SUZ12P1,0.07758864468171453,0.0031331365210787695,0.038662690381624835,2.7336581059751097,-0.02509401178119506,0.13289245439405434,AP1B1P1,0.07758864468171453,0
HMGN5,0.07954979842925725,0.0032569463181916876,0.03626796922807233,2.720868653432085,-0.023763860030153763,0.14633138554244268,AP1M2,0.07954979842925725,0
MCM3AP.AS1,0.07991555378772347,0.0033167419967983945,0.03898384295336274,2.714847734657701,-0.024315996777234696,0.14160937312551572,AP2B1,0.07991555378772347,0
SRFBP1,0.08007598869084351,0.003387187734386199,0.03505044436355419,2.707878418494154,-0.02440684558057694,0.14141401137059634,AP2M1,0.08007598869084351,0
USP34,0.08007598869084351,0.0034532672919422806,0.03720668705323399,2.7014584735817504,-0.02497328629531769,0.13691016033863102,AP2S1,0.08007598869084351,0
SDHAP1,0.08007598869084351,0.0034581329945008133,0.03797864156136114,2.700990121928221,-0.024543865505446197,0.1408006304427378,AP3M1,0.08007598869084351,0
PIP4K2C,0.08058654934029924,0.0035253790513423114,0.036570694704733696,2.694577205409512,-0.023327150817709922,0.15317854384579452,AP3M2,0.08058654934029924,0
GRK1,0.08150357058845828,0.0036284640770645857,0.03411533941369381,2.6849566238851477,-0.022940364040859612,0.15813220020678365,APBB2,0.08150357058845828,0
TNIP2,0.08150357058845828,0.003656918478450175,0.033985578551796194,2.682344287139654,-0.023651904250931614,0.1510703643289712,APELA,0.08150357058845828,0
ABCF3,0.08414962382543899,0.0038878138092229885,0.03442373653503865,2.6617956539334933,-0.023662465681224404,0.15295564780996254,APEX2,0.08414962382543899,0
CDK13,0.08414962382543899,0.00390017802345444,0.03585788312839683,2.6607264390489043,-0.02306660961134878,0.15915302856039243,APH1B,0.08414962382543899,0
DCTN1.AS1,0.08414962382543899,0.003917228703035017,0.03889405956536975,2.6592569256986396,-0.022774466581439553,0.1624101273585177,APIP,0.08414962382543899,0
SLAMF1,0.08423513014026998,0.004015330520895079,0.03126315422434403,2.650911691844158,-0.019039222402092385,0.2117382137136332,ARAP1,0.08423513014026998,0
IMPDH1,0.08423513014026998,0.00401569605267692,0.03611967379378691,2.65088094010829,-0.02355224817312226,0.15513200692791734,AREG,0.08423513014026998,0
KIAA0195,0.08875902750218781,0.004281142100498122,0.033676814673841905,2.629184401977252,-0.023152123568169886,0.16139181468809935,ARF1,0.08875902750218781,0
FOXJ3,0.08976708319124103,0.004380110060369024,0.0350067157862154,2.6214021836990917,-0.02276729724765053,0.16626976976667837,ARF3,0.08976708319124103,0
RBM24,0.0913440734269309,0.004508288537055479,0.032664865322308244,2.611553291369324,-0.022914443781612705,0.16569076222994017,ARF4,0.0913440734269309,0
VEZT,0.09441374304101549,0.0047127443245375085,0.03369044208825982,2.5963492230767837,-0.021953859678815194,0.17798628281935658,ARFGAP1,0.09441374304101549,0
EEF1A2,0.09581417907203293,0.004836385931846867,0.0324084659974681,2.58743797049773,-0.021976210207597015,0.17865616866617626,ARFGAP3,0.09581417907203293,0
ZBTB11.AS1,0.09656377116357179,0.004928380917490203,0.0324599817331023,2.580938428823887,-0.022419202249199525,0.17428322370291394,ARFGEF1,0.09656377116357179,0
HSP90AB1,0.10193115667964907,0.005259487613307748,0.035444032368236886,2.5584065950421913,-0.02128876450428987,0.1900036818635472,ARFGEF2,0.10193115667964907,0
RCCD1,0.11048477623307927,0.005762806612269418,0.03376483645855605,2.526462514226393,-0.02190933887417802,0.185995890189321,ARFIP1,0.11048477623307927,0
PSMA6,0.11370687410713094,0.005999068068624868,0.03279887101429364,2.5123145613751015,-0.02126747469074478,0.1953099160120085,ARHGAP10,0.11370687410713094,0
MARK4,0.11370687410713094,0.006086804858418603,0.03390332320551443,2.5071862397041786,-0.021933500794724923,0.18785936196464942,ARHGAP31,0.11370687410713094,0
CLSTN2,0.11370687410713094,0.006122187276659882,0.031728756784586164,2.505136613852233,-0.02215165045294659,0.18556584294795225,ARHGDIB,0.11370687410713094,0
HNRNPA3P1,0.11519926862496443,0.006267150340225211,0.032708537537658004,2.496847304607156,-0.02092279264682807,0.2014008291188637,ARHGDIG,0.11519926862496443,0
PIGU,0.1198933736767051,0.006589764789858161,0.02874851675981145,2.47899222550528,-0.01863868355948271,0.2360519683042031,ARHGEF10,0.1198933736767051,0
SURF6,0.12044693547438969,0.006687743472778788,0.031346135037357115,2.473722662638252,-0.02210376888213096,0.18969999806082477,ARHGEF25,0.12044693547438969,0
KIAA0020,0.12589678560438203,0.007060952641861023,0.036201202538909336,2.4542557806545844,-0.02132105135207977,0.20129305429489924,ARHGEF3.AS1,0.12589678560438203,0
H3F3C,0.12965801007565617,0.007344620873606996,0.033459732787613064,2.4400579205779493,-0.022166506953476647,0.19293628904405527,ARHGEF7,0.12965801007565617,0
PCNT,0.1330334619305295,0.00761043921307572,0.03419921327993966,2.4271855890968688,-0.021497605881793773,0.20234931486834165,ARHGEF7.AS1,0.1330334619305295,0
LARGE,0.13926510462136413,0.008159373636025044,0.03179821311139082,2.401809733158147,-0.019526473629058367,0.23158294032839394,ARID1B,0.13926510462136413,0
CHD4,0.13926510462136413,0.008254734377333116,0.03064518002304753,2.397555327528074,-0.019989294979829025,0.22553079609678678,ARID4B,0.13926510462136413,0
INS,0.13926510462136413,0.008263285884089103,0.03110429118362323,2.3971759249183977,-0.020172981371744596,0.22304783789533025,ARIH2,0.13926510462136413,0
SEC24D,0.13926510462136413,0.008279361239408076,0.032965549702958896,2.396463646076341,-0.020398586073316037,0.22008547392046643,ARIH2OS,0.13926510462136413,0
ZMAT3,0.14045743588435272,0.008429021671130533,0.030209139057376898,2.3898900335469584,-0.020103207894268494,0.22489537521462258,ARL3,0.14045743588435272,0
C9orf84,0.14290552465104647,0.008656083377629287,0.03325218425402856,2.380109705320234,-0.02023793245845288,0.22426581720385302,ARL6IP4,0.14290552465104647,0
KIAA0101,0.1434898928248435,0.008828047640925252,0.03287941177592454,2.372851255220032,-0.019048522037180472,0.24219951738322476,ARL6IP6,0.1434898928248435,0
ANKMY1,0.1434898928248435,0.008887533809544754,0.030109437802439975,2.3703692378926497,-0.0197082820212141,0.23283212992587493,ARMC9,0.1434898928248435,0
CNOT8,0.1434898928248435,0.008932909760828733,0.03175434605935647,2.368485728145115,-0.01912735412965363,0.24155282917790147,ARPC1B,0.1434898928248435,0
SEPW1,0.14599473805089705,0.009294653395049689,0.029942107296106125,2.3537627037298945,-0.019667174470914556,0.23550015012711503,ARPC2,0.14599473805089705,0
YME1L1,0.14599473805089705,0.009338490859126827,0.029899249715090462,2.3520127399809785,-0.019124518813616147,0.24364927713211018,ARPC3,0.14599473805089705,0
MAP7D2,0.14599473805089705,0.009361269546901104,0.03153680937046848,2.351106265010668,-0.01964165423763506,0.23619998501353703,ARPC4,0.14599473805089705,0
ASB8,0.14599473805089705,0.00950155201627215,0.03020815661325084,2.345565895569617,-0.018142543006989552,0.25984486970611337,ARPC4.TTLL3,0.14599473805089705,0
RPA2,0.14599473805089705,0.009504353285546984,0.030437203373255072,2.345455991575439,-0.019478791559643042,0.23925781602620053,ARPC5L,0.14599473805089705,0
ANAPC7,0.14599473805089705,0.009580137045403789,0.03095988661960724,2.342493413105097,-0.019096667244222414,0.2452690742218951,ARPP21,0.14599473805089705,0
SLC25A47,0.14791541161578112,0.009862586103532444,0.032208382153952095,2.331629193616688,-0.019202090333874332,0.24507933267637463,ARRDC1,0.14791541161578112,0
ZDHHC6,0.14791541161578112,0.009872088604754881,0.030870613063830887,2.331268434924247,-0.01848574758654292,0.25611050704254185,ARRDC3,0.14791541161578112,0
CCT6B,0.15267213267040933,0.010288269952260884,0.029717632913088314,2.3157580749217845,-0.019374234462237766,0.2445896139088061,ASB7,0.15267213267040933,0
TSPAN15,0.15267213267040933,0.01036944249463706,0.030773799578666137,2.3127968820586755,-0.01871265106087099,0.25491881878090206,ASB8,0.15267213267040933,0
TEX264,0.15267213267040933,0.010454311442220003,0.029043163369561777,2.30972237534755,-0.019268508980662086,0.2469231709941632,ASB9,0.15267213267040933,0
SMARCC2,0.15267213267040933,0.010725690710766784,0.02953268437443914,2.300035107061331,-0.01840654043937309,0.2613727537587959,ASCC3,0.15267213267040933,0
YY1AP1,0.15267213267040933,0.010841021791398467,0.031162493115177613,2.2959827156349224,-0.01758195523443673,0.2755126815823542,ASIC1,0.15267213267040933,0
RALGAPA1,0.15267213267040933,0.010842475592569345,0.029408575980179142,2.295931873367922,-0.018620055680259977,0.25854473446121073,ATF3,0.15267213267040933,0
SETD3,0.15267213267040933,0.010843892097485,0.03196932527137119,2.2958823411309686,-0.01686631709226185,0.2882169288673492,ATF5,0.15267213267040933,0
MAPKAP1,0.15267213267040933,0.01087457142408412,0.033731742276824364,2.2948109282304427,-0.018690322465304943,0.2576016647172026,ATF7,0.15267213267040933,0
CNOT3,0.15305577125131795,0.010987739046645371,0.03141745452991,2.290881393321011,-0.018147738138785938,0.2667252984581419,ATG13,0.15305577125131795,0
FAM168B,0.15388481965946119,0.011228832399347261,0.03191032053374145,2.2826259169395886,-0.01869417194203145,0.2591435837744385,ATG14,0.15388481965946119,0
G6PC,0.15388481965946119,0.01124763154537061,0.02907989321378483,2.2819886972426966,-0.018225232972584247,0.2666302021879174,ATG4C,0.15388481965946119,0
RPS12,0.15388481965946119,0.011306175757369275,0.03179853602618478,2.280010184151399,-0.01821517910515863,0.26705190808198803,ATG9B,0.15388481965946119,0
TRAM1L1,0.15400329631981682,0.011429496350823075,0.030444216033982438,2.2758715027508485,-0.017454679577168526,0.28030095772217933,ATN1,0.15400329631981682,0
RAC1,0.15400329631981682,0.011487626702487739,0.02968237639613235,2.2739340677919864,-0.018243733699473363,0.2673953472336458,ATP11C,0.15400329631981682,0
GNB1L,0.15402530880646853,0.011575654167171498,0.028206963074524853,2.271016337456327,-0.01614607600892789,0.3049867421091826,ATP1A1.AS1,0.15402530880646853,0
ZNF658,0.15412808134060926,0.01166982107738769,0.03467009632586712,2.2679163640587467,-0.01863501394447842,0.26201868224652014,ATP2A3,0.15412808134060926,0
RSRP1,0.1632006268398658,0.012448281127437887,0.02899024095452856,2.2430889199081525,-0.017709966906760036,0.28028443327247576,ATP2C2,0.1632006268398658,0
KDM1B,0.16638577573246627,0.01283488185022937,0.02849383350967719,2.2312554282943657,-0.01693489674631352,0.2953583435909471,ATP5B,0.16638577573246627,0
APH1B,0.16638577573246627,0.012877867106607037,0.03114696409234188,2.229958812701833,-0.018478375240014385,0.2696087122547554,ATP5C1,0.16638577573246627,0
EMR1,0.1744771697428093,0.013601977899187042,0.030224661038930414,2.208660311470505,-0.01703729354533561,0.29657294670098805,ATP5D,0.1744771697428093,0
PRPF40B,0.1785048580198394,0.014016085318439436,0.032161038667389306,2.196916293476925,-0.0186225388215345,0.2719949834054494,ATP5G1,0.1785048580198394,0
ARFGEF1,0.17923211785677334,0.014324359785121879,0.030972050456030253,2.1883663758191014,-0.01724473419604213,0.29572025088123266,ATP5G3,0.17923211785677334,0
CCDC89,0.17923211785677334,0.014410364093703524,0.032200242493554666,2.1860093566316525,-0.017788611811765154,0.28683059481553325,ATP5H,0.17923211785677334,0
STATH,0.17923211785677334,0.014586595142306489,0.02929549654172092,2.1812171912321867,-0.016163593572858147,0.3164456989658376,ATP5L2,0.17923211785677334,0
RCSD1,0.17923211785677334,0.01463023420139553,0.027941003653941726,2.1800382365097537,-0.017456386681341134,0.2932476285660329,ATP5S,0.17923211785677334,0
ADIPOR2,0.17923211785677334,0.014721737457627813,0.030264594099315305,2.177575972127567,-0.017339815491132442,0.2955875562049005,ATP6AP1L,0.17923211785677334,0
TYMP,0.17923211785677334,0.014772249418071495,0.030432507928165285,2.1762223786924353,-0.016963857990812195,0.3023539488573506,ATP6V0A1,0.17923211785677334,0
POLR2F,0.17923211785677334,0.014776848752072731,0.029036625009453098,2.1760993259636896,-0.017415498597936865,0.2944995450978584,ATP6V0E2,0.17923211785677334,0
KANTR,0.18288161726737515,0.015180302498918408,0.02886158412897682,2.1654311579722165,-0.017050477413143653,0.30233448520313944,ATP6V1E2,0.18288161726737515,0
EZH2,0.18356813287223872,0.015340242174965546,0.03199068818839554,2.161269360921745,-0.016839048848042774,0.3066801040504348,ATP6V1G2,0.18356813287223872,0
SUCLG2,0.1837692141276335,0.015460113359026934,0.027519576986348375,2.15817454895372,-0.016553032552424615,0.31231275798902325,ATRIP,0.1837692141276335,0
AP3M2,0.1875172347773741,0.01588059587851009,0.02780510955792962,2.1474789757606674,-0.016712000322311592,0.31092201104004347,ATXN1L,0.1875172347773741,0
BCL7C,0.18980604871574014,0.016180885813119744,0.027151352610100658,2.1399883551243395,-0.017497107219053724,0.29829058264198505,ATXN2,0.18980604871574014,0
RHOB,0.1941941713413171,0.016689277985583447,0.030547714339933207,2.127573945905774,-0.01578593705386006,0.33119250577232373,ATXN3,0.1941941713413171,0
RBM4,0.1941941713413171,0.016906164880776696,0.029005894312783866,2.122376072388601,-0.016887188477815417,0.3113942916135808,ATXN7L3B,0.1941941713413171,0
DNAJC12,0.1941941713413171,0.016980916182888873,0.026743644899732508,2.1205978069634615,-0.016504038575640395,0.3185639999126082,ATXN8OS,0.1941941713413171,0
PSMD5,0.1941941713413171,0.016990628563794432,0.029687737157599748,2.12036724980455,-0.016455333076098328,0.31949271549419866,AURKA,0.1941941713413171,0
MAX,0.1949411117981636,0.017165313826310535,0.02819049174927924,2.116239602866218,-0.01655616001373449,0.31824082296755163,AZU1,0.1949411117981636,0
SCAMP3,0.1996756150095732,0.0176941935903043,0.027998534791064157,2.1039578013771645,-0.017202589899719067,0.30860615673126046,B4GALT1.AS1,0.1996756150095732,0
SETDB2,0.2075154341455714,0.018505302315841757,0.0301264021397157,2.085717183004149,-0.01599092324181542,0.33324238605660284,BACE1,0.2075154341455714,0
EPC2,0.2096700316062442,0.018815033683117818,0.02643021424238265,2.0789311817076457,-0.015799704031941423,0.3379137272887452,BAGE,0.2096700316062442,0
SHC2,0.20967620592277605,0.018933185167452016,0.027329599150768272,2.0763675962294355,-0.016719195103032086,0.3211976850350056,BARD1,0.20967620592277605,0
MDH1B,0.21499867659205965,0.019534372186154607,0.027148130417201932,2.0635302852242523,-0.014716406445694651,0.3621774892784072,BAZ1B,0.21499867659205965,0
ELANE,0.2174158884118952,0.019875933713482286,0.02673608936177392,2.0563856335937247,-0.016329535211536676,0.33126964658383473,BAZ2A,0.2174158884118952,0
MCCD1,0.22087383248507272,0.02039917208146034,0.02750448550482518,2.0456402103233904,-0.014701286983181381,0.36507995715407204,BAZ2B,0.22087383248507272,0
DCTN1,0.22087383248507272,0.020482126609370956,0.025538104379153242,2.043958138448378,-0.01596964430965073,0.33986658190756747,BCAR1,0.22087383248507272,0
RABGGTA,0.22087383248507272,0.020563688273988825,0.026981528440265277,2.042309928463035,-0.01487353559048089,0.3619286827731667,BCDIN3D,0.22087383248507272,0
MYL12B,0.2216354832702113,0.020758903929402852,0.026205510189786126,2.038387358281086,-0.015543103686238438,0.3489348010109916,BCL7C,0.2216354832702113,0
KIF5C,0.22305872854655312,0.02101731149513232,0.028292739110746323,2.0332427985588195,-0.01497249182380314,0.36120708818147285,BCMO1,0.22305872854655312,0
CSAD,0.23212330258687977,0.02200159177632231,0.027973244023316367,2.0141244807886047,-0.015037509688722086,0.3627214270520584,BECN1P1,0.23212330258687977,0
TMEM11,0.23504351820377878,0.022425599267453914,0.028285459372753067,2.0061106648222147,-0.01405632952921412,0.3848791144224144,BFSP1,0.23504351820377878,0
RAB11B,0.23504351820377878,0.022542031190603575,0.02620205430454776,2.003932461440521,-0.01501196831004967,0.3647839778811403,BID,0.23504351820377878,0
MAST4,0.23732210844881851,0.02289366385484957,0.025996288077267015,1.9974112196229923,-0.015341862036060834,0.3591418339370865,BIN3,0.23732210844881851,0
MKL2,0.24302794233304614,0.023580389244877722,0.028076783880220807,1.9849150630486054,-0.013829282525761743,0.39309191578141606,BIRC3,0.24302794233304614,0
IQSEC2,0.24349827007803113,0.023878811054780378,0.02715551689161035,1.9795800089012234,-0.014961677901154631,0.36953714407625893,BLID,0.24349827007803113,0
