gene,ks_pvalue,wil_pvalue,q_ks,q_wil
ARFIP1,2.6645352591003757e-15,4.176333140652535e-17,7.080277745120671e-15,1.1130645724638967e-16
ARHGAP10,0,4.7559513082944723e-26,0,4.463084832994233e-25
ARHGAP31,1.6056045382129014e-12,3.28847709327437e-15,3.3759350137188714e-12,7.478768695546176e-15
ARHGDIB,0.006749517325763232,6.566952067408202e-4,0.0076022674616777275,8.333719242839021e-4
ARHGDIG,1.5654144647214707e-14,5.4031222473922574e-18,3.8078226338313536e-14,1.5767212712111938e-17
ARHGEF10,9.773128892154315e-5,5.1848247717987496e-5,1.237605739681189e-4,6.945561658991112e-5
ARHGEF25,0,2.4138008678319126e-22,0,1.117871934375143e-21
ARHGEF3.AS1,1.1394852950097345e-8,5.303921582381918e-6,1.822154512109737e-8,7.405553783388379e-6
ARHGEF7,4.3985370901111764e-11,3.478554193556621e-14,8.281511754665498e-11,7.508791921442441e-14
ARHGEF7.AS1,2.1116441928370477e-13,5.3191464924975337e-17,4.735926535633279e-13,1.4092181569276527e-16
ARID1B,0.6352559314718372,0.8302405654044585,0.6356124162818663,0.8391830658254815
ARID4B,0,3.142357226484277e-19,0,1.0205506256505402e-18
ARIH2,3.830262842263732e-5,0.0033539858654620114,5.0031931485393656e-5,0.0040903945267570215
ARIH2OS,0,4.3539582371228376e-17,0,1.1586727666850776e-16
ARL3,0,3.6595092989951357e-28,0,5.9861514496406676e-27
ARL6IP4,0.011882914487486684,0.04803044083027441,0.013135298531425144,0.05447727480940157
ARL6IP6,0,5.784951110581435e-32,0,3.438189276722232e-30
ARMC9,1.8469977508539515e-6,1.5148815197134115e-6,2.615724376308654e-6,2.1764977837622987e-6
ARPC1B,1.1102230246251565e-16,3.679539190146186e-19,3.355131615096024e-16,1.1820934010866036e-18
ARPC2,0,1.9763893646025648e-21,0,8.119590408033116e-21
ARPC3,0,1.8617545007460172e-19,0,6.193112453041322e-19
ARPC4,1.2445600106048005e-13,2.6937148102864875e-13,2.8376604845375437e-13,5.482755144681287e-13
ARPC4.TTLL3,0,4.4601159624900316e-27,0,5.301591174079818e-26
ARPC5L,1.1102230246251565e-15,1.5683779682820776e-18,3.0407490828059204e-15,4.755812784773715e-18
ARPP21,7.777323757784949e-6,5.0935710893181425e-6,1.058547195429814e-5,7.123009609611175e-6
ARRDC1,0,1.1507455417107708e-23,0,6.61864290603324e-23
ARRDC3,9.198868666793203e-9,8.983111620193015e-6,1.4856506189214021e-8,1.2368253296373856e-5
ASB7,5.280220705117245e-13,2.429385446686874e-13,1.142552611313598e-12,4.961734537735047e-13
ASB8,6.627886939281069e-8,4.893210477691599e-12,1.0213934669609461e-7,9.183783454446442e-12
ASB9,0,1.5893877996940628e-25,0,1.2940084232212394e-24
ASCC3,2.2874154044116857e-5,1.8335856350224658e-4,3.0255650341736167e-5,2.3776604998145866e-4
ASIC1,0.04132666447234423,0.02546009381215362,0.043965061309182436,0.029344115880458887
ATF3,1.7152945730458669e-13,1.5099920941518108e-14,3.8762613735624594e-13,3.311326779788044e-14
ATF5,1.569970261339204e-5,3.0641656794437346e-5,2.0952522275208092e-5,4.1452256498089365e-5
ATF7,5.12097697580316e-10,5.527140453927692e-12,8.995765465868999e-10,1.0330074873535718e-11
ATG13,6.661338147750939e-15,5.984129231152062e-15,1.6847043854524716e-14,1.3404148767769004e-14
ATG14,0,3.6937948307952676e-21,0,1.4733861707624075e-20
ATG4C,0,1.48786286943623e-23,0,8.395124987989869e-23
ATG9B,2.55351295663786e-15,1.4590239537939548e-18,6.805550974118543e-15,4.44690548652072e-18
ATN1,0,4.07912829820512e-30,0,1.1364196493280827e-28
ATP11C,3.441691376337985e-14,1.86870575013035e-17,8.138641543780674e-14,5.141824618028417e-17
ATP1A1.AS1,0.5916555356673624,0.393992863258488,0.5926527079184871,0.41274340492942657
ATP2A3,0,1.5928208012485999e-21,0,6.635512823893117e-21
ATP2C2,0,3.4651374495755125e-26,0,3.32168821107158e-25
ATP5B,0,1.9139264436248852e-29,0,4.32738716922203e-28
ATP5C1,1.1102230246251565e-16,5.3901204416398516e-20,3.355131615096024e-16,1.8993250489019478e-19
ATP5D,2.1649348980190553e-14,4.546478576173876e-16,5.209283297122774e-14,1.111985089344036e-15
ATP5G1,7.13007430874768e-11,2.9888809850441885e-11,1.3174012945592863e-10,5.355954569179687e-11
ATP5G3,0,9.338314245800473e-25,0,6.4786826071059314e-24
ATP5H,0.0011600103290330122,0.10912952759297731,0.001378865611110574,0.12010984425819662
ATP5L2,6.2867488992424114e-12,3.0556406414259035e-12,1.2608856341225219e-11,5.814522159725065e-12
ATP5S,3.084116295681838e-10,1.3231621863238615e-9,5.471621248955937e-10,2.2172915208791777e-9
ATP6AP1L,0,3.213825388429999e-31,0,1.3326164343187648e-29
ATP6V0A1,0,7.760690098938045e-25,0,5.469292666563847e-24
ATP6V0E2,0.009059727865456835,0.008962231852455602,0.010102248145159184,0.010674455172296819
ATP6V1E2,0,6.12936185770725e-26,0,5.519521309238398e-25
ATP6V1G2,0,5.445825287412601e-26,0,5.005106436833333e-25
ATRIP,3.2233238300705125e-10,1.8178180212384563e-11,5.712908935403304e-10,3.283859708073118e-11
ATXN1L,4.5233520473697553e-7,8.58809802542426e-9,6.643440445189682e-7,1.3795116017415726e-8
ATXN2,8.786013828698813e-6,0.0017716267710200931,1.1921965492062393e-5,0.002193618425506129
ATXN3,5.12086355086705e-5,5.554840949462704e-4,6.621102038575743e-5,7.069437125547468e-4
ATXN7L3B,0.11398560562811622,0.029713994102509043,0.11747765019360185,0.03407077265901841
ATXN8OS,0,5.793912373769744e-26,0,5.297715775605873e-25
AURKA,0,2.999175346855995e-19,0,9.811980997145393e-19
AZU1,0,4.892569023631129e-18,0,1.432422096737981e-17
B4GALT1.AS1,0,6.183480330481181e-24,0,3.687339608444129e-23
BACE1,1.2795631221251824e-10,2.979920592902032e-9,2.3327822563897753e-10,4.924187596982691e-9
BAGE,2.3314683517128287e-15,1.5124886930213449e-19,6.23239590870161e-15,5.088240263503883e-19
BARD1,1.0769163338864018e-14,3.5346236252874634e-18,2.652129590220241e-14,1.046882711609227e-17
BAZ1B,0.002250222573752292,0.009518925676546499,0.0026240332563769366,0.01128473702212926
BAZ2A,1.5365943119338699e-4,7.204246349668955e-4,1.9253321561335838e-4,9.110050525857977e-4
BAZ2B,2.2194894555571665e-7,1.544155734812781e-6,3.30882081877795e-7,2.213207134381984e-6
BCAR1,9.795791067190862e-9,1.415924550029498e-7,1.577768335393072e-8,2.128662287270316e-7
BCDIN3D,3.8202774277351637e-13,4.3464773075200033e-16,8.461558575964965e-13,1.0659929902762264e-15
BCL7C,0.0061871824151733534,0.0035724319300981786,0.006999838988739904,0.004344915505706038
BCMO1,1.1102230246251565e-15,1.5650119565353336e-18,3.0407490828059204e-15,4.755812784773715e-18
BECN1P1,1.1102230246251565e-15,9.996821587927446e-18,3.0407490828059204e-15,2.833757216418861e-17
BFSP1,0,3.870515298293636e-20,0,1.3885570979592662e-19
BID,1.5543122344752192e-15,7.007083415514593e-17,4.205369824080904e-15,1.8427182492422594e-16
BIN3,3.448530350169676e-11,3.5404587183131695e-9,6.555148842593319e-11,5.823466692575997e-9
BIRC3,8.896535730329447e-10,1.6402295007365715e-10,1.541547444818018e-9,2.842108065902145e-10
BLID,1.5183675471375224e-6,3.74708331175397e-7,2.1588910179794277e-6,5.535252315540454e-7
BLVRA,1.308649502096415e-7,1.3339591931882842e-5,1.9790687550788024e-7,1.830984789418561e-5
BMS1P17,0,3.7265536786214696e-20,0,1.3396058889076774e-19
BNIP3,4.007905118896815e-14,2.089672374393448e-12,9.415144699595548e-14,4.014963193473618e-12
BPY2,7.153383506652844e-6,7.902297256315233e-5,9.781045086167193e-6,1.0429160627690645e-4
BRAT1,2.7978415715002036e-5,3.073446786958495e-5,3.6843068847746405e-5,4.154628977366942e-5
BRD3,0,4.324518830256912e-26,0,4.1013920608234437e-25
BRD4,2.220446049250313e-16,1.6021606287531752e-17,6.522331640549108e-16,4.449614331879924e-17
BRD7,0.007328725479734954,0.11642638326158067,0.0082390400569782,0.1279040304099805
BRDT,1.765254609153999e-14,3.2540673554273233e-15,4.270622751861031e-14,7.419440018832375e-15
BRMS1,6.36550046007045e-9,5.3985502936435835e-6,1.0422118751428478e-8,7.5317802610066584e-6
BRMS1L,3.016284111367895e-9,1.5370924915616405e-10,5.054543769331726e-9,2.6659882416871644e-10
BRPF3,3.4329628049256655e-4,0.0011190474334925146,4.2039647535593833e-4,0.0013982211450015093
BSG,1.9271251261443467e-12,7.351852997656114e-12,4.02821113706374e-12,1.36119978139365e-11
BSN,3.037726746082381e-4,7.486867527551903e-5,3.7405157377519926e-4,9.924970112732373e-5
BTBD10,1.346700528870315e-13,2.3446417705070542e-17,3.054919902004798e-13,6.40716949410822e-17
BTF3L4,3.77856245181718e-8,4.260280725004453e-8,5.868620950862397e-8,6.611036146808477e-8
BTF3P11,1.2695584001853888e-5,1.6398543262832748e-5,1.7006931837194202e-5,2.2422241286526678e-5
BTG2,1.928801807160596e-8,1.3722239596966742e-7,3.051511643449284e-8,2.0647049115098484e-7
BTN2A2,0,9.01735857555952e-19,0,2.7913108229553164e-18
BUD13,2.220446049250313e-16,8.2079509228863405e-19,6.522331640549108e-16,2.5675046483344465e-18
C10orf55,5.8626307142262135e-9,9.768139754262123e-11,9.634166417940405e-9,1.710863770319191e-10
C10orf82,0,6.910333397112047e-25,0,4.908814520737363e-24
C11orf63,4.3809400551708677e-13,1.880922604842669e-11,9.572568772511835e-13,3.39098584877096e-11
C14orf164,0.04548629452070041,0.2814267742646258,0.048246319530284854,0.29885880792961755
C14orf169,0,5.74191322404378e-18,0,1.6728482481160228e-17
C16orf70,3.119157652387017e-6,1.0016241362900063e-6,4.351688649613498e-6,1.454312569222379e-6
C16orf74,3.643774534499711e-4,9.84639333239823e-4,4.456001368321663e-4,0.0012328735471675593
C17orf64,1.899493460731927e-4,7.555555166190075e-5,2.3667343399615834e-4,1.0001318609969477e-4
C17orf89,2.1208328023325507e-4,0.06735429482493473,2.633318166127394e-4,0.07548253153542339
C19orf10,0,1.713258455130547e-24,0,1.1570984187491536e-23
C1orf50,1.8261258061258445e-9,6.392744816594651e-8,3.0979850735702957e-9,9.83456773769479e-8
C4orf32,4.130751296571589e-11,6.6634893733574406e-12,7.802044027316889e-11,1.2376043284058663e-11
C6orf118,0,3.494423397351941e-28,0,5.87788388441369e-27
C6orf99,0,2.5501475601738606e-24,0,1.690302267579923e-23
C7orf31,0,2.982928695820652e-19,0,9.776768133544527e-19
C9orf84,0,1.7586131565867914e-24,0,1.183248021960094e-23
CAB39L,0,3.248886184175258e-23,0,1.750079778363893e-22
CALCOCO2,0,8.673121203725422e-30,0,2.1183801515400583e-28
CALCR,0.0014255267833690466,0.005490812787902017,0.0016877252687563149,0.006597115364440227
CALM2,0,3.1083808649271897e-19,0,1.0130928115113577e-18
CALML3,2.1116441928370477e-13,1.9627198494804438e-13,4.735926535633279e-13,4.0363661956443267e-13
CALR3,0.017296202991326837,0.06139806697407677,0.018896525694568473,0.06902443468775465
CAMK2N1,1.7763568394002505e-15,2.5560955291930334e-16,4.7843568650311885e-15,6.383078891528261e-16
CAND1,0,7.974968702605849e-22,0,3.476618385512525e-21
CAND1.11,1.9100276915651193e-12,7.126015663495445e-14,3.997158889742497e-12,1.5107831067791176e-13
CAP1,0,9.199309917150293e-24,0,5.377826092550482e-23
CAP2,8.987177668728918e-11,2.6556469935710567e-10,1.6485738460230104e-10,4.561674941750669e-10
CAPN10,5.0700665887859486e-11,1.3578693800949491e-15,9.47581627652552e-11,3.2067299400123105e-15
CAPN3,0,8.230779806141155e-33,0,6.988323997309371e-31
CAPNS2,0,3.00346536849076e-21,0,1.2170860800043239e-20
CAPRIN2,0.14796700166195442,0.6453051840243168,0.1515365674688482,0.6620133159466955
CARD10,0.04984246440378248,0.973212449780617,0.05267878721514177,0.9737585847131538
CARD9,2.7168461469440075e-7,1.3871637618263647e-5,4.0267137822121077e-7,1.9025484517972372e-5
CARS2,0.005051521960084515,0.01690353057028752,0.005751509358129432,0.01975032438192834
CASC4,0,6.226720303112019e-33,0,6.167912389138184e-31
CASC5,4.762257255208624e-11,3.443766289948446e-13,8.919227611383379e-11,6.953833856147315e-13
CASP3,0,2.6653810093740875e-27,0,3.3233386991006976e-26
CASP5,1.3980314887973577e-6,2.128102092504429e-6,1.994152115620551e-6,3.033145148212035e-6
CBFA2T3,0,1.2737109766521333e-25,0,1.0662097048688984e-24
CBL,0.24261879704875677,0.9530377245740999,0.2453711373442617,0.9555929176708766
CBX2,4.846089180027269e-4,0.0010045579166095976,5.88194486588742e-4,0.0012569310633788859
CBX3P2,1.4432899320127035e-15,1.4741540675950576e-13,3.91092089480038e-15,3.063422730212107e-13
CCAT1,0,1.8360200043050104e-28,0,3.2412115521542906e-27
CCDC116,0,8.828627169915032e-22,0,3.820738408727792e-21
CCDC23,0,5.540127600633033e-28,0,8.664953957832192e-27
CCDC7,1.2212453270876722e-15,1.025590115619025e-21,3.3294807617696017e-15,4.406330544936678e-21
CCDC89,0,7.241631724602362e-30,0,1.871279618111016e-28
CCDC94,6.99790109193188e-7,1.2712912591969942e-6,1.0135871362237646e-6,1.836420328843467e-6
CCNDBP1,0,1.0603578060313976e-33,0,1.3504414058242729e-31
CCNE1,3.3306690738754696e-16,1.162542843491616e-14,9.609357538381816e-16,2.5749240868888836e-14
CCNI2,0,1.655128952362392e-30,0,5.365627131022083e-29
CCNL1,0,3.2523020596174687e-22,0,1.4907081162719657e-21
CCNT2.AS1,6.348155334734429e-11,1.3064826892504596e-8,1.1765863785687616e-10,2.083594485629311e-8
CCNYL1,0.0872294806684556,0.19742540395687408,0.09105981500694164,0.2128231531167512
CCT3,0.0030517418711213384,0.005118750921847163,0.003515023098326451,0.006158389266972666
CCT4,0,1.1572840757206177e-23,0,6.634847289420776e-23
CCT5,0,6.95610347152208e-20,0,2.422408689399193e-19
CCT6A,0,1.4418099129337058e-21,0,6.057446428069509e-21
CCT6B,0.058614557374891074,0.24973645647307086,0.061803522057617265,0.26695449753686173
CCT8,0,6.572373199493337e-30,0,1.7755365779843363e-28
CD164L2,0.09719347118564803,0.936178482404273,0.10098832116783825,0.9409279786509689
CD38,0,6.174103312681451e-28,0,9.490022591819852e-27
CD40,1.0900457411811004e-5,6.073930176593138e-5,1.46793924208905e-5,8.09403400961552e-5
CD46,3.787955060730042e-9,1.1882062237946398e-11,6.2768809231242234e-9,2.1706677223625438e-11
CD47,1.8688346425932423e-9,1.838265297944866e-11,3.1674260149655428e-9,3.317436261372162e-11
CD48,0,3.01334556253899e-20,0,1.0920315321152476e-19
CD5,0,2.8066006508491693e-25,0,2.120410576467826e-24
CD55,6.7322112329293304e-9,1.4880244417977162e-11,1.0982189046946931e-8,2.7128298361199673e-11
CD79A,3.3551366129813687e-9,1.4276634944789985e-4,5.585628927120243e-9,1.8675891494175016e-4
CD99,0,2.0955600733134318e-23,0,1.1603675809682762e-22
CDC14A,0,1.9789776444544898e-16,0,5.026377692396517e-16
CDC42BPA,8.376061522152867e-8,2.6017257688039217e-5,1.2808334214407e-7,3.5276631526824276e-5
CDC42SE2,4.138148598897828e-6,1.5348989879012163e-6,5.750833165888408e-6,2.201709489483402e-6
CDC6,0,1.665157721800562e-25,0,1.3434281529277838e-24
CDK13,5.3290705182007514e-15,1.5874454127469613e-14,1.3671557890578332e-14,3.468646042803715e-14
CDK14,3.3306690738754696e-16,1.929118015904225e-17,9.609357538381816e-16,5.299872761721468e-17
CDKAL1,3.29385397752624e-5,1.961744245685312e-5,4.318339442595063e-5,2.674151368545039e-5
CDSN,0.003965480778674535,0.4035240994603162,0.004541074006664545,0.42248001722709555
CDX1,0.02677243437428445,0.5387144854169466,0.028808238074441262,0.5568277840570526
CELF2,0.22338931912692883,0.433831346153218,0.22618009994509602,0.45235163169075304
CELF2.AS2,0,5.861305419030532e-20,0,2.05722589805737e-19
CEP170,5.0544898377857805e-8,1.604799066761387e-11,7.823051545809069e-8,2.91084103360687e-11
CERKL,0.0011600103290330122,0.015909907886587603,0.001378865611110574,0.018625978832426587
CERS3,2.220446049250313e-16,5.057265240913304e-20,6.522331640549108e-16,1.792664796132887e-19
CFL1P1,1.3016254740705335e-12,6.845834549349295e-13,2.7530227998431333e-12,1.3592564589632287e-12
CFLAR.AS1,0.010628828456637152,0.24445733932759828,0.011792906744358457,0.26162511165732755
CGN,1.1102230246251565e-15,4.028041404232961e-18,3.0407490828059204e-15,1.1871070783053503e-17
CHD1L,8.939520639879017e-4,0.061528617387920696,0.001069742637644583,0.06912761487250321
CHD3,0.002069118252531088,3.12953359637208e-4,0.002423940764955933,4.00571313878781e-4
CHD4,0.13383908958924362,0.7137759795173197,0.13730442850265903,0.7276515560202292
CHD5,0,3.462940259347692e-19,0,1.118833061434244e-18
CHD9,0.0035220769560679877,0.44391050262161463,0.0040436981408043925,0.4620504531081955
CHGA,9.992007221626409e-15,2.9210976091978256e-17,2.4675552460055247e-14,7.879450888350564e-17
CHMP4B,2.827091893919942e-9,7.368196232628962e-9,4.7553819309992986e-9,1.1921500801068458e-8
CHMP4C,5.524967184380447e-4,0.00413533932390533,6.669611705992104e-4,0.005009042129431524
CHPT1,5.732343932862705e-9,1.7882472618582676e-10,9.428753904330445e-9,3.0895783603617163e-10
CHTOP,1.6801233804208948e-7,2.0719216536169627e-8,2.5258515913072977e-7,3.263459636394916e-8
CHUK,0.030771612265315107,0.04879907999912091,0.03299205331873532,0.05531389678222034
CIAPIN1,1.5962848898265491e-7,7.22433803075066e-7,2.4038648298654874e-7,1.0549545216075697e-6
CIDEA,6.836059496251323e-10,6.236402826479308e-12,1.1937996162405592e-9,1.1594897017322842e-11
CIRBP.AS1,8.403222604536076e-6,6.557706740088232e-5,1.1419928280402304e-5,8.719158178655718e-5
CKAP2,0,2.3487443499829135e-22,0,1.0934232835560142e-21
CLIC2,0,8.630001991309179e-23,0,4.2272784479407327e-22
CLIP1,0,1.794355434117878e-21,0,7.388766140951908e-21
CLIP1.AS1,0,1.3279917775122699e-28,0,2.466468061775393e-27
CLK4,0.04222902976328757,0.2505843471167803,0.04487148990938125,0.26770035404986176
CLOCK,0,7.15254290952576e-21,0,2.754424191724499e-20
CLPTM1L,5.911196021141096e-4,6.421813789015376e-6,7.116585081495324e-4,8.924469201725966e-6
CLPX,3.751732469137181e-8,2.017186133661517e-8,5.8371195396785285e-8,3.1800555935618785e-8
CLRN1,1.995205889393503e-9,3.1929761104259955e-11,3.371992512595845e-9,5.7159401655517574e-11
CLSTN2,0.09848518131169426,0.770376401820587,0.10215187799811068,0.7804438207080152
CLTCL1,0.002210917105284649,0.31300977723776174,0.0025798856012581996,0.33180525137629563
CMPK2,3.787955060730042e-9,3.4173906737113264e-9,6.2768809231242234e-9,5.626230444346533e-9
CMTM4,3.379603940700804e-6,2.2361630501624836e-8,4.7076826767730735e-6,3.5159424324865154e-8
CMTR2,0.24829048181177615,0.9485119085350215,0.2509648123981842,0.9517145373764453
CNDP1,1.132494228683889e-5,0.0016988280551989848,1.5239526111270749e-5,0.002104941224753155
CNEP1R1,0,2.7249307179907616e-22,0,1.258692090719567e-21
CNOT10,4.9960036108132044e-15,1.0767092216798956e-16,1.2891279939334216e-14,2.790367067231474e-16
CNOT11,9.793358246579231e-8,6.405862751862845e-7,1.4873558563586686e-7,9.392806979088365e-7
CNOT2,5.160721738839413e-9,7.015105939116453e-9,8.519969315139513e-9,1.1360521243818925e-8
CNOT3,0,3.838855988394424e-22,0,1.7505576028918817e-21
CNOT8,6.755962456139741e-11,1.3479961604470281e-11,1.2508703072998088e-10,2.4600584995670943e-11
