gene,ks_pvalue,wil_pvalue,q_ks,q_wil
CBFA2T3,0.21595784591531955,0.18720602652321441,0.9998962485192302,1
CBL,0.40555190180072126,0.927637266261107,0.9998962485192302,1
CBX2,0.7842529125876241,0.8868220746724648,0.9998962485192302,1
CBX3P2,0.1294271005551759,0.24980965543953879,0.9998962485192302,1
CCAT1,0.6133688396204946,0.5682276780891212,0.9998962485192302,1
CCDC116,0.09614291665423653,0.1355958756343533,0.9998962485192302,1
CCDC23,0.8566844369032897,0.7707218952332141,0.9998962485192302,1
CCDC7,0.3864665409013883,0.4137147013372815,0.9998962485192302,1
CCDC89,0.6351857667448226,0.5811621349875709,0.9998962485192302,1
CCDC94,0.7205441898901431,0.6634814448394571,0.9998962485192302,1
CCNDBP1,0.5088396903775749,0.5126528456228854,0.9998962485192302,1
CCNE1,0.8639028607077571,0.6207724531819077,0.9998962485192302,1
CCNI2,0.80477335578904,0.4970677717332066,0.9998962485192302,1
CCNL1,0.17187981202563019,0.32841473164037205,0.9998962485192302,1
CCNT2.AS1,0.4641786090887491,0.2509266121179614,0.9998962485192302,1
CCNYL1,0.05594552263166716,0.21587758018329853,0.9998962485192302,1
CCT3,0.8564545869888199,0.8251353527101463,0.9998962485192302,1
CCT4,0.7477248670307364,0.9816157028370784,0.9998962485192302,1
CCT5,0.9496241200553781,0.8040915159932944,0.9998962485192302,1
CCT6A,0.6584578589988386,0.4357388889765947,0.9998962485192302,1
CCT6B,0.9765801503028937,0.9104220182229037,0.9998962485192302,1
CCT8,0.6792007283913042,0.6812818219222088,0.9998962485192302,1
CD164L2,0.7088542342085231,0.4277899907850755,0.9998962485192302,1
CD38,0.16754726505649445,0.04299030700720955,0.9998962485192302,1
CD40,0.5807400928773659,0.5755780341948424,0.9998962485192302,1
CD46,0.6040065440450636,0.38635283586596064,0.9998962485192302,1
CD47,0.826018331521268,0.6207686725732131,0.9998962485192302,1
CD48,0.5790294465149238,0.4518721779811818,0.9998962485192302,1
CD5,0.4867772091184984,0.8569230902229491,0.9998962485192302,1
CD55,0.37956434541673517,0.45837925667886864,0.9998962485192302,1
CD79A,0.009028237258307068,0.16517093767640256,0.9998962485192302,1
CD99,0.8730548933705901,0.8462980888448169,0.9998962485192302,1
CDC14A,0.8288177978741749,0.6497640967672813,0.9998962485192302,1
CDC42BPA,0.4897791122894637,0.8293557242179359,0.9998962485192302,1
CDC42SE2,0.8561011404532608,0.9384055821395046,0.9998962485192302,1
CDC6,0.9388141762418363,0.878264041078048,0.9998962485192302,1
CDK13,0.27618556538535244,0.7153900806769998,0.9998962485192302,1
CDK14,0.8376113287720099,0.5663925153257378,0.9998962485192302,1
CDKAL1,0.3064857094833108,0.14733231385250364,0.9998962485192302,1
CDSN,0.6159661659261169,0.6112368207243872,0.9998962485192302,1
CDX1,0.7564507478376126,0.5793017081594385,0.9998962485192302,1
CELF2,0.28506684804202875,0.4733382364052485,0.9998962485192302,1
CELF2.AS2,0.029042802708574986,0.15037931639097094,0.9998962485192302,1
CEP170,0.19187684469170133,0.7296057922213791,0.9998962485192302,1
CERKL,0.6318795385502383,0.705294935479497,0.9998962485192302,1
CERS3,0.6935603893970632,0.5463783549845372,0.9998962485192302,1
CFL1P1,0.47394443901445193,0.4356326713417616,0.9998962485192302,1
CFLAR.AS1,0.19661293477558692,0.23133080027098413,0.9998962485192302,1
CGN,0.4490032655531002,0.33652886416154515,0.9998962485192302,1
CHD1L,0.5111990931792945,0.8932496612925913,0.9998962485192302,1
CHD3,0.8417369825245424,0.9621601310819782,0.9998962485192302,1
CHD4,0.8926205243308215,0.8335834419369692,0.9998962485192302,1
CHD5,0.294199931550709,0.6342288940144927,0.9998962485192302,1
CHD9,0.6183677823789648,0.4551376338297607,0.9998962485192302,1
CHGA,0.6566115305241255,0.8675861717457548,0.9998962485192302,1
CHMP4B,0.304540915666613,0.24427541907810818,0.9998962485192302,1
CHMP4C,0.4345854566416629,0.38048583909334155,0.9998962485192302,1
CHPT1,0.45571737046496086,0.4293796548316516,0.9998962485192302,1
CHTOP,0.9981758094206992,0.9600003462780835,0.9998962485192302,1
CHUK,0.9261854176998573,0.9513615072504237,0.9998962485192302,1
CIAPIN1,0.7286845278079306,0.5756034828547609,0.9998962485192302,1
CIDEA,0.8319756110945598,0.5961134106638457,0.9998962485192302,1
CIRBP.AS1,0.24894128237689092,0.1503784884537962,0.9998962485192302,1
CKAP2,0.14065940352660383,0.19085781295773702,0.9998962485192302,1
CLIC2,0.8758880561912835,0.9211762919837779,0.9998962485192302,1
CLIP1,0.30465505475385746,0.7707218952332141,0.9998962485192302,1
CLIP1.AS1,0.7425231973723678,0.4885264120695557,0.9998962485192302,1
CLK4,0.5074437377827967,0.3688189892210888,0.9998962485192302,1
CLOCK,0.38496932947892637,0.539191293218217,0.9998962485192302,1
CLPTM1L,0.8969374597034827,0.6872570240101484,0.9998962485192302,1
CLPX,0.5031463849171041,0.29224162219038363,0.9998962485192302,1
CLRN1,0.4019233026655947,0.23240571998464965,0.9998962485192302,1
CLSTN2,0.6974763675949971,0.7562513825708606,0.9998962485192302,1
CLTCL1,0.6210498183250199,0.8761258347990813,0.9998962485192302,1
CMPK2,0.2135680336099654,0.5590739244905424,0.9998962485192302,1
CMTM4,0.9935687065489802,0.7727966530802772,0.9998962485192302,1
CMTR2,0.6448215560360846,0.6792945255688569,0.9998962485192302,1
CNDP1,0.12992208924944953,0.1105999207321331,0.9998962485192302,1
CNEP1R1,0.6085209066977415,0.26229119551330154,0.9998962485192302,1
CNOT10,0.4258092105415067,0.3702578683896376,0.9998962485192302,1
CNOT11,0.927196500332068,0.7500750712488743,0.9998962485192302,1
CNOT2,0.9470873419376444,0.6284504763604184,0.9998962485192302,1
CNOT3,0.6135997633784265,0.9147223371957044,0.9998962485192302,1
CNOT8,0.49181140799455586,0.557251405770981,0.9998962485192302,1
CNP,0.4213972957163552,0.14507094380034213,0.9998962485192302,1
CNPY1,0.7880322001936946,0.9535207927734067,0.9998962485192302,1
CNPY4,0.956446346283296,0.8633205873286086,0.9998962485192302,1
CNTROB,0.4342103285456646,0.8040898930616727,0.9998962485192302,1
COBL,0.7608044253516915,0.7336836179655519,0.9998962485192302,1
COG3,0.745275818185533,0.7541897341061605,0.9998962485192302,1
COG4,0.8457198332262106,0.7235021248495122,0.9998962485192302,1
COLGALT2,0.685895019460262,0.8103909903241407,0.9998962485192302,1
COMMD8,0.7968296292267112,0.7624432937759998,0.9998962485192302,1
COPB1,0.22936190534820278,0.05827424333289588,0.9998962485192302,1
COPB2,0.8019695738944674,0.6972560075561471,0.9998962485192302,1
COPG2,0.33951102133885713,0.38938159547505247,0.9998962485192302,1
COPS4,0.9413234378494786,0.8633219605983329,0.9998962485192302,1
COPS6,0.45421881086066745,0.5356146058326628,0.9998962485192302,1
COPS7A,0.7216323441319655,0.8420616314151946,0.9998962485192302,1
COPZ2,0.47850829392078564,0.5481851264924016,0.9998962485192302,1
CORO1B,0.2887473616793885,0.3876178060923038,0.9998962485192302,1
COX10,0.14718312337351813,0.1503165267139707,0.9998962485192302,1
CPNE4,0.6107132276755339,0.4834340692931206,0.9998962485192302,1
CPT1A,0.5860488329424278,0.5214252002278079,0.9998962485192302,1
CRCP,0.524238155516777,0.5091756254280153,0.9998962485192302,1
CRCT1,0.5109420672118871,0.5737559490366068,0.9998962485192302,1
CREB3,0.9211277086703782,0.6575881373762474,0.9998962485192302,1
CREBRF,0.7764023615350111,0.7852724901775501,0.9998962485192302,1
CRKL,0.8022895531269485,0.6265269891412758,0.9998962485192302,1
CRLF1,0.1440459070272063,0.10069364223347667,0.9998962485192302,1
CRTC3,0.4804056572975487,0.35879253918759507,0.9998962485192302,1
CSAD,0.3622083626632092,0.276389655645944,0.9998962485192302,1
CSE1L,0.9342569211443426,0.8611808170673314,0.9998962485192302,1
CSMD1,0.876859467818026,0.7894410519034241,0.9998962485192302,1
CSNK1A1L,0.3012585304056559,0.34063592262877707,0.9998962485192302,1
CSNK1E,0.07263155910802553,0.05579940108929034,0.9998962485192302,1
CSNK2A2,0.6481863653747169,0.6055465503186013,0.9998962485192302,1
CSPG4,0.2455547547692719,0.15038331806524832,0.9998962485192302,1
CSRP2,0.3071427892514973,0.540984183036763,0.9998962485192302,1
CTCFL,0.2738361017963178,0.24317898243917643,0.9998962485192302,1
CTDP1,0.9477683701784401,0.7624429820417863,0.9998962485192302,1
CTDSP2,0.9716582334508488,0.9233296871264917,0.9998962485192302,1
CTDSPL,0.1816903556584288,0.36019274455383277,0.9998962485192302,1
CTNNBIP1,0.4878860888075569,0.6074357681493341,0.9998962485192302,1
CTNND1,0.6185366335264579,0.8357050348859169,0.9998962485192302,1
CUL2,0.3241585489581925,0.59799512751545425,0.9998962485192302,1
CUL4B,0.6855265224491989,0.49364427808863276,0.9998962485192302,1
CUL5,0.8999832712184177,0.8975383449653658,0.9998962485192302,1
CYTH2,0.6991012855256052,0.9729664743336259,0.9998962485192302,1
DAPK1,0.7926559059809243,0.7686495213720415,0.9998962485192302,1
DAZL,0.31646017207070365,0.38043105122710885,0.9998962485192302,1
DBP,0.46255877313201205,0.7748708719759431,0.9998962485192302,1
DCAF11,0.8912652300606962,0.6112371823898586,0.9998962485192302,1
DCAF12,0.1455944743904041,0.11367980043287489,0.9998962485192302,1
DCAF6,0.6362596363403749,0.8484274569326029,0.9998962485192302,1
DCAF8L1,0.3536492129941706,0.2775894047913404,0.9998962485192302,1
DCPS,0.32176463770796543,0.29723963883524024,0.9998962485192302,1
DCTN1,0.5455442431832672,0.5161574397088431,0.9998962485192302,1
DCTN1.AS1,0.9167624958493038,0.8420614732614945,0.9998962485192302,1
DCTN3,0.6603915949517611,0.5091740494248828,0.9998962485192302,1
DDB2,0.8136793847936334,0.512654129108036,0.9998962485192302,1
DDR1,0.5311365340381784,0.30228857507192974,0.9998962485192302,1
DDX10,0.9154888659510781,0.8420614205434889,0.9998962485192302,1
DDX18,0.4266029801350876,0.38480599414498234,0.9998962485192302,1
DDX19A,0.42250987369235626,0.35879367704012727,0.9998962485192302,1
DDX19B,0.9659496479675832,0.7873582757601714,0.9998962485192302,1
DDX23,0.4895398475468685,0.7500747443922783,0.9998962485192302,1
DDX24,0.8226490521608868,0.5979945083471943,0.9998962485192302,1
DDX25,0.3567058898475419,0.18993893891654876,0.9998962485192302,1
DDX28,0.2839315293382206,0.3061214544453344,0.9998962485192302,1
DDX42,0.5703097759770094,0.47166986340998207,0.9998962485192302,1
DDX43,0.9172087628389424,0.7790263065401981,0.9998962485192302,1
DDX47,0.9081989664178579,0.5005112058851037,0.9998962485192302,1
DDX49,0.7378990079821082,1,0.9998962485192302,1
DDX50,0.2516956530951914,0.8460827072627062,0.9998962485192302,1
DDX51,0.19572652179960998,0.26693596554980575,0.9998962485192302,1
DDX60,0.2883625775879443,0.2634451436424767,0.9998962485192302,1
DEDD2,0.9074631101468205,0.9945924202996562,0.9998962485192302,1
DENND1A,0.2647834184375373,0.41062870415102465,0.9998962485192302,1
DENND4C,0.9842898877881574,0.7915287854124771,0.9998962485192302,1
DENND5B,0.2369568043040248,0.32841653128425413,0.9998962485192302,1
DEPDC1,0.530496560006863,0.5942345137440315,0.9998962485192302,1
DERL2,0.8509724028394073,0.760377848612035,0.9998962485192302,1
DESI2,0.44368711948643064,0.28730149644406433,0.9998962485192302,1
DET1,0.6714732240890378,0.6615136370981816,0.9998962485192302,1
DGCR5,0.023507923709622944,0.03481597357176077,0.9998962485192302,1
