gene,rf_importance
TBC1D21,2.1322057390914857
IRF2BPL,2.131855451461332
SDHC,2.131591373517296
RPSA,2.1054501621793364
RAB11B,2.098351577538446
IPO9,2.0961888875956523
GPBAR1,2.093934093696719
ZNF639,2.0878681559039785
DLX1,2.083704329630424
BECN1P1,2.081183159826001
AURKA,2.080599361405004
SUPT7L,2.0600824542056326
PTPRB,2.0596274919398394
PAN3.AS1,2.0583491530564055
RNF43,2.0571477967059764
SERP2,2.0288867023587254
ADNP2,2.0151905223228255
CSE1L,2.009900898414486
CKAP2,2.001903418815863
IQSEC2,2.0002579500439013
MCCD1,1.9982992942839208
MIEF2,1.9977247775161138
SP3,1.9903182679458928
MGAT2,1.990311225766872
DDX23,1.9860757788253776
PIK3CG,1.986032700076677
ATG9B,1.9828956893909182
ELF2,1.9711089159165402
LARGE,1.9639474511397914
GTF3C2,1.957552175383628
PDCD1LG2,1.9438286752180343
RAB6B,1.9104908535382694
LSM14B,1.8929725519662766
C16orf74,1.888578443155719
KIAA0319,1.883772545267965
CRTC3,1.8730235045560895
IPO9.AS1,1.8720157893961775
ATP6V0A1,1.858555282107079
TMEM30B,1.8580371300609306
ADIRF,1.8569041293765658
TSR2,1.8544815073591616
DOCK3,1.8525270836331573
SPG20,1.8461347100820484
SMARCD1,1.8435780378869073
ZNF658,1.8390321000797207
CIRBP.AS1,1.8309166412146272
PPM1N,1.806904427674963
TIPARP,1.804573094725947
BIRC3,1.7989767375510213
GOLGA7B,1.790928756723969
ARFGAP3,1.7852114250581903
MARCH7,1.773982192744345
HEATR6,1.7737287095938885
SARS2,1.7671539842529325
ASB9,1.765865331994841
PAK3,1.7598450402883028
CDC42SE2,1.758814536640504
ANP32C,1.7495260969732278
RAB6A,1.7366017283619524
JAK2,1.7270396789036424
SLC30A6,1.7245085801320306
CAPRIN2,1.7108433346789687
PRR14,1.7073016311204603
PMS1,1.7034449724446556
CUL4B,1.7012607068719263
RPA2,1.7012522110693022
C7orf31,1.6912935661256927
STXBP4,1.6869729544408922
FNBP1L,1.681656441392804
EIF2AK2,1.679698556713322
SERF2.C15ORF63,1.6778852740196029
ELOVL2,1.6628519863338846
PDPN,1.6543935455499779
NDUFA11,1.6440829029002992
SSR3,1.6403244243790813
CNOT2,1.6383579670053312
FLJ10038,1.6365974082175077
SEC24D,1.6360147587389995
PSMC5,1.6356990723741966
PRMT6,1.6356651705618617
RNF207,1.6324475244356667
ACOT1,1.6259191941668834
ZNHIT1,1.621496049050635
ARHGDIB,1.6164468450875586
ARHGEF25,1.6150369417950763
NAP1L2,1.6133306383856636
ADPGK.AS1,1.61085153232354
CAND1.11,1.6047363484289232
RALYL,1.5967076296933544
STK4.AS1,1.5950198558203916
CHD1L,1.5917371479062896
ATXN8OS,1.5880262474959745
MKRN2OS,1.580561111048567
CLSTN2,1.575950903009437
GSPT2,1.573269367561298
MAEA,1.56565931150777
DDX18,1.5610015621375626
HSPA9,1.560730028534526
MAN2B2,1.5599099427523335
PPDPF,1.5591613951142922
DNPH1,1.5570835896274149
SND1.IT1,1.539747121374047
NEK8,1.536262675174512
NFXL1,1.5260863107024745
ZDHHC7,1.5226077780113647
RBMS2,1.5219193856162145
U2SURP,1.5196289726321495
CNOT3,1.513120857369957
RAB36,1.5048283228477448
RBMS1,1.5030790512280643
TRAPPC10,1.5026655751519196
OSBPL3,1.498942923889848
RNF216.IT1,1.4917091638059319
RABGAP1L,1.4912167116091954
FBXW10,1.4906065151763142
ZDHHC4,1.4859329807926829
EGF,1.4772192082922508
SMARCA4,1.4769287805701798
TIAM1,1.4760179829798328
RNF39,1.4733262101398243
REEP6,1.4700400069267692
GRB7,1.4692130047383947
EIF2AK1,1.4531152378233976
XRCC6BP1,1.4366406337823279
TPRA1,1.4348693534580175
SRRM2,1.4337948285291746
YY1P2,1.4327925175165008
PSMD9,1.4319362407934861
PABPC4L,1.4280602090559182
CCNE1,1.4269555622755339
SF3A1,1.4263889572284871
CALM2,1.4216689685058024
DHX57,1.4172989354489693
MAST4,1.4171756670568758
NNT.AS1,1.41585685468086
TXNDC11,1.3987930402834574
MYL12B,1.3939280007103403
LRPPRC,1.3893173064512678
PDIA3P1,1.3847928247996526
SECISBP2L,1.3846995305275607
ITGA6,1.382817045899907
TMED6,1.3827550860399627
OSCAR,1.3809768043000121
TM9SF3,1.3766342477952858
HECTD1,1.372526807447922
CSNK1E,1.3652066638856952
ACTBL2,1.3635154826798757
TNFRSF10C,1.363123945579011
LDHAL6A,1.3602736523430305
RAG1,1.3527393501046465
SMARCC2,1.3456627396047316
HDAC10,1.3422549183193102
XPO7,1.3416018071661466
YOD1,1.3411593143612472
PRRG1,1.330758753804224
WI2.2373I1.2,1.3301945465233131
CD164L2,1.3218248723041386
ARPC4.TTLL3,1.3211877442955058
RPS6KA2,1.3199829682594488
SRSF4,1.3146258791744532
TAPT1,1.3123342684541075
UPF3A,1.304102795701722
IDUA,1.299495097672721
RNF17,1.2991231123733964
CFLAR.AS1,1.2987577747637702
ARHGEF10,1.2986570606132897
TP53I11,1.2974801267043825
WASF3,1.2884333966632067
WDR46,1.2847358334768648
PFDN6,1.2769801768941478
CHMP4C,1.276403761462548
RALGAPA1,1.272790640192273
ZC3H8,1.2689462198254395
WDR52,1.264259230865899
FYCO1,1.2640887974477446
RBBP5,1.262463201012412
POLE,1.2568180531708795
VAV2,1.2531586630942526
NMT2,1.2522915024192147
BLVRA,1.2481881775467316
DHX16,1.2466836738158091
CDSN,1.2452390610085833
SZT2,1.2437380031409406
AGPAT4,1.2433507940987303
TOP1MT,1.2410720038647178
TIAF1,1.2405943955234118
TLN2,1.2397024268588488
SRSF10,1.239172262730705
LIME1,1.237227761211144
SUCLG2,1.237157645031593
DNAJC8,1.2371527110998426
UBE2G2,1.2349127508990616
TMEM249,1.2255128631057104
WDR27,1.2207294055137825
DHX29,1.2142558349286277
PSMC3,1.2033667519497422
HBQ1,1.2006514969237654
RBM17,1.1992211093889056
ABHD16B,1.1976108680448856
TP53,1.1964210033212714
ACTR3B,1.192727995307429
FAM168B,1.192005823054363
PDIK1L,1.1882521930234782
PSMC6,1.1807031211632955
IFNB1,1.1705282677802749
LETM2,1.1670504577981402
NUPL1,1.1663778721891473
C16orf70,1.1643568658656138
EZH2,1.1591741183116566
NELFE,1.1583778510046687
WDR83,1.1566824697759333
CREBRF,1.1550847638235962
NCOR1P1,1.1470097264399701
ENTHD1,1.1438174922924593
PPIH,1.1410430178408635
PPP2R5B,1.1406621468521347
C17orf64,1.1403021573374879
UGGT2,1.1374220601055112
MAPKAPK5.AS1,1.13652106603646
RTFDC1,1.1311181814251388
CASP5,1.130161165070958
SERINC4,1.1300451801384885
TUBGCP3,1.11578785194234
MECR,1.1133578112437923
ABCF3,1.1127895134073764
RELB,1.1106932966818779
C10orf55,1.1105713350445323
DKFZP434A062,1.110429532782894
PRCD,1.1098688991958539
DCAF11,1.105706758454441
MARS2,1.1043610901150707
CGN,1.1043299131466948
ATP5D,1.097483924543984
FAM13C,1.09497983221878
CHUK,1.0931962319961273
TRAPPC9,1.0899329255264052
SNX10,1.0898684468084108
GNB3,1.0758641335038077
C1orf50,1.0731896809192223
TMEM204,1.0711383084995147
KBTBD3,1.0706442653560775
FAM35A,1.0704867211021813
DNAJC12,1.0658880311990726
DRAM1,1.0633673909374457
IL10RB,1.0622730683960473
UBE2Q2,1.058270217340625
LCT,1.0570697029122422
NIT1,1.0561329038412686
STX16.NPEPL1,1.051444049748098
COMMD8,1.0506975748474043
TMEM231,1.048497711337051
EIF3L,1.0481244466220316
POGLUT1,1.046212259529009
SREK1,1.0408561273058445
MX1,1.036419167671091
PEX2,1.0355548678589153
HDX,1.032776073043059
UNC45A,1.032402224975642
TXNDC15,1.0238043288320788
ITM2C,1.0223412629189979
PEX26,1.0206398600503763
PGK2,1.0196075629035852
CAPN3,1.01886218045734
KIAA0226,1.017676026070462
UBXN10,1.0074551694431857
EIF4A3,1.0063547018696237
GTF3C4,1.0042749887886442
MAN1B1.AS1,1.0006858565418475
NARS2,0.9979942926269234
CLPTM1L,0.9976199159542641
NELFCD,0.9959425681634805
SARDH,0.9925740959805147
SEMA4F,0.991894293660598
DNMT3A,0.9908815743714426
XRRA1,0.9887987000775755
CSMD1,0.9780963370624309
PPP6R3,0.9733423691890805
ZNF208,0.9719184040488189
YME1L1,0.968321819415215
IDH3G,0.9654397194897293
SCAMP3,0.9639449287122969
ARHGAP10,0.96185017377178506
DDX19B,0.9528142746573284
STIM2,0.9452118108777782
RFC2,0.942439866308981
RAB5C,0.941334744192335
MARCH8,0.9404791418665877
RAB8B,0.9403894444510584
MBD3,0.9343604278413389
SRXN1,0.9308393230989915
NOM1,0.930079167043199
PDCD6IPP2,0.9284874841938543
FGD5P1,0.924057308441793
PITPNA,0.9171743909027925
PIGT,0.9126453519769092
RAB3IL1,0.9112331434251534
HCN1,0.9069237360146973
UBA6,0.9022775295362967
KLHDC2,0.8994840054610056
TULP1,0.8987828696535298
GOT1,0.8970195801616614
ASB8,0.8946339277317482
CCNYL1,0.8944454747925631
HNRNPC,0.8886330841522949
POLR2C,0.8834409495961771
YBX2,0.8761013200463441
GRK1,0.8744665913267998
MCM3AP.AS1,0.8722278147775012
QDPR,0.8665891613453717
MAP4K5,0.8655789868293959
MAML2,0.8629328967937581
FAM120C,0.8627558068344225
CAND1,0.8602756321111835
POLDIP3,0.8598375408268313
HNRNPKP3,0.8555711829574114
UBE2Q1,0.8522281057889057
THUMPD2,0.8520997790962184
SF3B2,0.847550611769987
CBFA2T3,0.8457994123959218
SYN1,0.8450597736641514
TRIM45,0.8420782576824092
FAM134B,0.8362711942931297
ECHDC1,0.8358847272938086
NUDT1,0.8334782868102253
MED4.AS1,0.8314665720788282
ACKR1,0.8283934763576172
LASP1,0.8276205043594007
WBP11P1,0.8264487622877781
PCNT,0.8260577394880941
NOP10,0.8242091706766038
CTDP1,0.8195796184121442
CNPY4,0.8143194019219527
MFRP,0.8137925525437877
PBX3,0.8115216122304186
GOLGA2P2Y,0.8103594787133185
EIF4G2,0.8094166636086602
PPP1R10,0.8062331485109635
DNM3,0.802083602186085
UBXN6,0.7980719088347149
HMGXB4,0.7969856180358099
INPP5E,0.7826472218697346
GPATCH3,0.7824756167764466
SMC1A,0.7810642983397889
ERP44,0.7792751646299009
POLE4,0.779135498264828
MAN2C1,0.7781337477340865
ERCC4,0.7779198752990357
SLC25A47,0.7773342847497231
ADSS,0.7754681703903947
DXO,0.7747604808692011
CTCFL,0.7737379757124562
RIC8B,0.7727422901801964
OTUB2,0.7718061816946116
CCDC94,0.7711974964970965
G6PC,0.7701639108533509
SPDEF,0.7700443358406807
RASSF4,0.7669791709881376
LARP1B,0.7614060404910687
SMAD3,0.7612779431107716
ANKRD12,0.7567492369991606
TPPP,0.755555699719493
PPP1CB,0.7541423482824439
UBE3D,0.7519632636305762
PSMB8,0.7492611739461362
RAB23,0.7475384453434317
DDR1,0.7461807629971849
C17orf89,0.7457324039658206
RPS16P5,0.7428579418297179
RNF115,0.7423230964708184
PSME2,0.7400371864431414
POLR2H,0.7358865200792645
EIF5,0.7346724589398659
AP1B1P1,0.734452306315346
RBM12B,0.7341548132638746
KIAA1430,0.7335679912310331
AKIRIN2,0.7268924670183803
SEC16B,0.7237970351166564
ARID4B,0.7174491189205732
PAFAH1B2,0.7124438828699401
PIK3R6,0.7080157916961873
GATAD2A,0.70800937511318085
PNKD,0.7073052536085548
GNA14,0.7013749024210036
SEPT7P2,0.695508271873324
GLOD5,0.6924560143516617
TSNARE1,0.6916181212746153
STK25,0.6888235109062105
POLR2F,0.6865491128866152
EIF3J.AS1,0.6860086799020333
NUP155,0.6790429636607934
PSMD14,0.6769892610174425
ASIC1,0.6759215903058522
MIER2,0.6746619717686999
PLEKHM3,0.6743118573866832
MYOC,0.6740539137902086
SEC31B,0.6735874878386673
DDX47,0.6709726292630396
CPNE4,0.6679469128143882
UBQLN2,0.6676177136494414
HLA.F,0.6670376517422442
NUMB,0.6653661844762216
KCTD20,0.6595344157059264
HIF3A,0.6592027466065162
EOGT,0.6580226100987459
USP40,0.6566329980008567
SCAMP4,0.6561911533082264
NSMCE1,0.6534954659146551
UBE2J1,0.6534016263074509
TAF4B,0.6531688592771056
NXF2,0.6525256286961684
SF3B4,0.6525100066516392
USP34,0.650700967922194
ZC3H7B,0.6502873346726018
AK3,0.6477500186328989
PPP2R3A,0.6457439589824019
RBM38,0.6420064133349671
TACC2,0.6401222912640425
UBE3A,0.6396667920610764
CMPK2,0.6375435184626218
NFE2L2,0.6375366991910272
TATDN3,0.6367410368068114
TBRG4,0.6343064363087044
TTC18,0.6315809787065083
FAM50A,0.6296938213649476
TESC,0.6277264987650244
PPRC1,0.6274547977622094
ARPP21,0.6234485528877179
BID,0.6232348515638416
R3HDM4,0.6185824007302152
MBTPS2,0.617191886228807
VRTN,0.6102263802076449
PRKCZ,0.6070179339896444
SURF6,0.605405908455478
PTGES3L,0.6022388112398628
PPP1R12A,0.6011797326816288
WHSC1L1,0.6006639477990519
MRPS6,0.599758355229884
CELF2,0.598569974915392
RNF32,0.5983712389459742
MOB3B,0.5946985542723707
DHRS1,0.5937413311317954
UROC1,0.5931098861504608
ATG13,0.5886914172418021
ATP5L2,0.5885533298531147
PTPN11,0.5857683346180855
TRAF3IP1,0.5854744157531787
KLC2,0.5842938635259244
RBM18,0.5842087962370905
RYK,0.5828708221174788
QRICH2,0.5810302190392423
PUM1,0.5761224110356767
CRCP,0.5761187657904611
THAP1,0.5749562285471215
SRPK1,0.5746963947617625
ILF3.AS1,0.5707870312401554
RANGAP1,0.5642917503040753
LAMP2,0.563818616413399
XPOT,0.5622974304475945
PCNA,0.5605936144791028
SF3B1,0.5591693423777526
XPR1,0.5588461427431844
RAB15,0.5588219392614058
TGFBR3,0.5577425181820634
GTF3C1,0.5545767687086077
TOMM20L,0.5542114878172136
MECOM,0.5521404682672166
LARP6,0.5501505503915921
ARL3,0.548254977604001
STATH,0.5471765905158639
RPS19BP1,0.5450378298269588
ZCCHC9,0.5398313394850262
HADHB,0.538252729277779
TMED5,0.5374504647761897
TRIM27,0.532425162030791
CASP3,0.5287432386915999
GTF2F2,0.5255258709410761
PPM1B,0.5231237137528508
FBRSL1,0.5224144199060267
CD46,0.5170611744792472
EHMT1.IT1,0.5101863345352073
HERC4,0.5096349456697982
EIF5A2,0.5078214262641151
LAT,0.5033013115745463
ANKRD18A,0.5012390578394461
PDS5B,0.4998622737340766
RIPK1,0.49950851889724607
DOCK2,0.4979035537208781
FLNB,0.49580459746317174
ELANE,0.4948054091072908
MORC1,0.49459659732100825
CCDC116,0.4945242466392067
GATC,0.4941498041050386
N4BP2L2.IT2,0.4929355000703539
ICAM4,0.49226921445610883
STX6,0.4912654681501249
MORF4L2.AS1,0.48471845083748033
PHF21B,0.4815431738340551
NUBP1,0.48116248637198755
PCBP2.OT1,0.4785788589010331
FUT1,0.4779466400115624
TERT,0.4746760688955857
EIF2S3,0.4699629277617064
WISP1,0.46460207770651907
PDHX,0.4623806398293258
PPP1R1A,0.45841208179146775
ERBB3,0.4568421239754777
IVD,0.45414933185578527
PARP8,0.4539992697292525
ESYT2,0.45355225092862855
XPNPEP2,0.4518994506195149
ARPC4,0.45006393518195636
NINJ1,0.4493401517941726
DHX40,0.44876924931636064
TMC1,0.44411677309527536
MDK,0.44327732409018805
PSMD5,0.4420792850096834
RAB9A,0.4415468919775737
LSM2,0.4356249885876187
USP48,0.4350379412105966
CLRN1,0.43177114102404696
REV3L,0.4284005560309389
AHSA2,0.4260835644290358
PPM1H,0.42125989907439004
TNRC6B,0.4169155429207548
CMTM4,0.4156250721632981
ACP2,0.41445636768745003
VPS41,0.41413275786617454
DENND4C,0.41314887633758174
ATN1,0.41070349260433286
TRIM39,0.40962836589766355
AGA,0.4080099716984506
DDX28,0.40605988148655436
STARD7.AS1,0.40494690347512624
TAF6,0.40467755622437634
DENND5B,0.40442791016854324
FES,0.4040729556853112
SENP7,0.40010658065701205
HNRNPLL,0.39797502037659516
CCDC89,0.3957970528879218
DCAF8L1,0.39437924207517744
GMIP,0.3910124476168446
EIF4E3,0.39007216420793683
NUP210,0.3861020896788168
MYL2,0.3850659908482604
DDX60,0.3849852547917966
HDGFL1,0.38479997888745254
CHPT1,0.3844048170817988
SORBS1,0.38386874062899456
SHISA6,0.37274688785237153
ANKRD13B,0.3719754767274839
MRFAP1L1,0.370598658847215
FGFR2,0.36948207722123577
GLI1,0.367299546749127
RNF103,0.3666518798892241
DDX10,0.36589807528291585
SELT,0.3638035589890486
SRRM2.AS1,0.36310565253109134
NELFA,0.35935745655850787
MTFMT,0.3560975879867853
GTPBP3,0.35013992748301415
NAPA.AS1,0.35009144173305923
SLC4A2,0.3489001763223797
RAB8A,0.34856190422209443
GAL,0.3472129583400945
YWHAE,0.3463064625231973
TRPV3,0.34580470070337904
TEX264,0.34252001742762306
ATP6V1E2,0.33982719504081554
EPC2,0.3387635963601375
KRBA1,0.3377851236244814
NRDE2,0.3372818575113281
BRD4,0.33529162932876516
PSME4,0.33490001600027897
FXR2,0.334207915363067
PTBP2,0.33103820079056073
TRA2B,0.3304837613921027
FYTTD1,0.33014063239104197
TXLNB,0.32777796939634285
CHD3,0.3262314108212745
UBE2L6,0.3210992492164559
CASC5,0.32057483862276465
PKMYT1,0.3203017786969723
USP11,0.31996963074840495
TMED3,0.3199597765235136
H2AFY2,0.3181134274832212
BRPF3,0.31506122532805886
SEPHS1,0.3132270433075566
UFD1L,0.3078541402298748
HNRNPU,0.30708292574945806
ITGB2.AS1,0.3066815651770102
ATP6V1G2,0.3021325758462196
SEPW1,0.301648569723299
STAT6,0.30092813519860623
RSRP1,0.30058383059532445
SYK,0.29795178232210784
MTMR2,0.29740325484356395
FBXL4,0.2973875547331613
SRSF6,0.29711990005996836
RPL29,0.29153846478955475
WBP2NL,0.2900844011053692
RCVRN,0.28238166466502285
C14orf169,0.2818137772642914
CLK4,0.2803069126989378
WDR86,0.27637788108749667
SENP3,0.27511835764192566
NDFIP2,0.2739848501604559
SRCIN1,0.26709190286268236
MESP1,0.2656167690263478
RPL18A,0.26269127415179194
ODF2L,0.2583560447476204
PATL2,0.24855446171108272
EXOC8,0.24536651474364762
BNIP3,0.24495901643169204
NAA60,0.24180237172797223
CSAD,0.24147923500376992
TNKS2.AS1,0.2399135254243204
SP140,0.23975164048470265
CAP2,0.23673152939125347
HNRNPCL1,0.2333700340893023
STL,0.23222981207143734
TBC1D10A,0.22442300335710194
PTPN20B,0.22436894726714832
DET1,0.2189731667031787
RAB20,0.2172758242294756
PSMB3,0.21494075262939125
PCBP1.AS1,0.21225959279196815
NAAA,0.21051691868925781
TMX4,0.19925190735208942
BPY2,0.19651458207873893
EIF4G3,0.1925909749358878
TMIE,0.19141319537099674
SUFU,0.18788871247999855
PTK6,0.18602724585987815
RPL10L,0.18523048739731593
RIPK2,0.18323397605775485
PRRC2B,0.18251661104692488
ARL6IP4,0.18208834241363817
FAM135A,0.1818239995157495
EIF4EBP3,0.18016810823867838
SUPT5H,0.17854062559032152
AP2M1,0.17826004542701432
WDR62,0.177538768355745
PPP2R1B,0.1753904755621464
CCT6B,0.1734211787007927
DDX42,0.1725880098289474
PPM1D,0.1703674093910592
SLC44A3,0.16792298586907728
USP2,0.16707681407091793
TGS1,0.1654362484583026
PRPF8,0.16423251492816285
ATXN2,0.16413910643255453
SNAP25,0.16402276087895093
TMEM87B,0.1625285583262628
UGT1A1,0.16238601394930732
UBE2E2,0.15805609427403702
CALML3,0.15679510106423158
SMARCA5.AS1,0.15338900629581229
TM9SF1,0.1486761949324647
ARIH2,0.14683564070357577
CERS3,0.14415013731842688
ARPC2,0.14215898341230454
RPL41,0.14039639063803663
TYMP,0.140019483344908
AMH,0.1367306370062175
NT5C3A,0.13563011942123038
EEF1A2,0.13517232612653132
FCN1,0.1344917769620436
BRMS1L,0.1315838282966302
DSCR4,0.13056654521890404
AP2B1,0.13004206512547403
CD48,0.12969453571813966
PSPH,0.1296771305609499
PWP2,0.12531917169428913
MSL2,0.12375844204254767
FUCA1,0.12164422859650688
AKAP11,0.11855379723595387
PTMS,0.11764413290389858
SRSF3,0.11602916258322213
OGDHL,0.11297855229111169
EIF4G1,0.11161893853763388
FAM120AOS,0.10920853792867719
CNP,0.10700384100042906
PLS1,0.10685845091121526
UBE2H,0.10208691292825206
GGA3,0.10185169007188123
CORO1B,0.09969646031959674
UBAC2.AS1,0.0993003209230357
CNOT10,0.0954080311414486
SUPT20H,0.09196848172956834
STAU2,0.08305446477494086
NEDD1,0.08217199254558519
MAU2,0.08181430389326128
MAPKAPK2,0.0808763929491201
GPR110,0.07435886382019169
DENND1A,0.07376401806809985
USP50,0.07342503934630429
SNRPE,0.07261466105557107
GNAI3,0.07153699728048982
INTS12,0.07015208143564343
TAOK1,0.069159644038831
HMG20B,0.06579569455373938
RPL19P12,0.0645824608105636
RAP2C.AS1,0.06436523398760223
SSR2,0.06328990767742607
HSPA4L,0.06290065200358821
SMARCA5,0.0625116693420009
FOXL1,0.06230837021138394
MLXIPL,0.05831796531207293
ELF5,0.05765767552381278
ABCG1,0.05552151394104697
BTBD10,0.04790477699640095
TMEFF1,0.04627177114199018
USP24,0.043368237478310465
CHD4,0.04198667284938739
ACAA2,0.040580625392307425
AKNAD1,0.03276330372613865
TMSB15A,0.03129985390291579
TLE6,0.03057844305735733
CRLF1,0.030022984563949424
NUP205,0.028900827604882648
GTPBP10,0.027153615888485954
AMZ2P1,0.02641413645791682
SLAMF1,0.0252648042629326
TPM3P9,0.02330686188582301
PURA,0.021834172863733004
RPN2,0.020005357074921702
PFKM,0.016897019818490098
PRR15,0.015563326547684216
PLEKHA3,0.015528386248908437
NCBP2.AS2,0.01235277358441684
RBM24,0.012149028599300936
NUP98,0.011749191710588613
SMG7.AS1,0.009412247315654954
AZU1,0.008425056782799686
TPT1.AS1,0.008100161823912811
UBA3,0.005796633958882568
PHF21A,0.005270736945558908
DNAJC15,0.004541145967300247
UBE2NL,0.00176735601452835
ACBD4,5.660075775293066e-4
ACSS2,-4.087994328966674e-4
CCNDBP1,-0.0021901149840069085
MED30,-0.0026419284740383368
GJA1,-0.002871328706925477
ADCY8,-0.007463990861504366
IKZF2,-0.010105135133398838
PRR11,-0.011960576498497091
MARK2P9,-0.013031243703154054
TBC1D3,-0.016847374085679608
EMBP1,-0.019061445486957197
DCAF12,-0.019278067899781804
SPR,-0.020512013186967142
ABRA,-0.022474393033555595
ARMC9,-0.0226610426764862
MAPK3,-0.023970999660569512
PRNT,-0.0245692097353429
GUCY1A2,-0.024888616726289614
RBAK,-0.025817255825397838
PABPC1L,-0.02604081137981899
PSMD10,-0.027241802323254804
SASS6,-0.028662825471483633
PSMD12,-0.029873038396471617
RBM34,-0.03051459739497817
GDNF,-0.03108813306181882
CDK13,-0.03282422084223046
BTN2A2,-0.033958898055021454
MRPS17,-0.03424106432038387
VDR,-0.035664916195824896
OAZ2,-0.03649284815960129
YEATS4,-0.03823683026467094
SNX30,-0.038895639712814054
KIAA0020,-0.039107127912443126
ZFP91.CNTF,-0.03957629001929969
GANC,-0.04032621573015902
SETD6,-0.04149242749148895
PTPN12,-0.04216115237052348
VPS37A,-0.04660162267989087
ZNF248,-0.04814291790895712
RPS14P3,-0.04841991423603132
BRD7,-0.05361562442247481
STRIP2,-0.053881971275460724
RRAD,-0.05660339613053362
BCL7C,-0.06023932242129778
PPP2R5D,-0.06305266657698397
PTDSS2,-0.06311625406959567
BCMO1,-0.06356448548426769
FBXW12,-0.06411967657122979
RNF41,-0.0651508505080309
GCNT1,-0.06597523175143208
RALGDS,-0.06784573085351403
SLC35A5,-0.06995042916100416
PAPOLB,-0.07023679075550036
RNF5,-0.07253522878573543
ZC3H18,-0.07782580644949343
ATRIP,-0.07860491888842033
ALDOB,-0.0796148237968326
PHKG1,-0.08064830167804221
PBX1,-0.08804857807688223
GPR108,-0.08866617088335435
LCP2,-0.09026946338357078
HSPB1,-0.09068743279131526
SERINC2,-0.09298460575848916
LRR1,-0.09838134212283438
DBP,-0.09847560149397207
SF3B3,-0.10077012782105066
COG4,-0.10115801712381778
H3F3C,-0.1026491560295267
PPP3CC,-0.10371216881816997
ATP5G3,-0.10570880142484394
ANKK1,-0.10577513666249141
LARS,-0.10640473158243649
TIRAP,-0.10662902009044384
PSMD3,-0.10697812326364277
YIPF4,-0.1117170841906931
COPG2,-0.1124708240790133
PPP2CA,-0.11667126175369111
SMEK3P,-0.11669965070509808
DHX32,-0.11776028413630096
UQCRFS1,-0.11819919965944417
