Epoch,Batch,Loss
118,1,-3327.07666015625
118,2,-3227.32080078125
119,0,-3291.716796875
119,1,-3292.426025390625
119,2,-3141.2333984375
120,0,-3299.832275390625
120,1,-3200.278076171875
120,2,-3366.67919921875
121,0,-3281.12548828125
121,1,-3238.376708984375
121,2,-3353.88818359375
122,0,-3262.816162109375
122,1,-3336.012451171875
122,2,-3248.560791015625
123,0,-3352.53466796875
123,1,-3289.528076171875
123,2,-3220.76806640625
124,0,-3346.285888671875
124,1,-3318.97412109375
124,2,-3243.7421875
125,0,-3386.087890625
125,1,-3308.78369140625
125,2,-3219.2021484375
126,0,-3345.152099609375
126,1,-3376.47509765625
126,2,-3255.778564453125
127,0,-3405.02490234375
127,1,-3293.4951171875
127,2,-3313.40966796875
128,0,-3341.12060546875
128,1,-3317.802490234375
128,2,-3382.7490234375
129,0,-3303.39599609375
129,1,-3379.631591796875
129,2,-3440.8740234375
130,0,-3358.549072265625
130,1,-3416.324951171875
130,2,-3257.271728515625
131,0,-3368.18994140625
131,1,-3453.239990234375
131,2,-3271.01611328125
132,0,-3419.610595703125
132,1,-3464.599609375
132,2,-3215.530517578125
133,0,-3354.43798828125
133,1,-3436.286376953125
133,2,-3441.25390625
134,0,-3453.516357421875
134,1,-3364.62890625
134,2,-3443.00341796875
135,0,-3454.871337890625
135,1,-3383.431640625
135,2,-3491.931396484375
136,0,-3414.90283203125
136,1,-3473.51708984375
136,2,-3430.04052734375
137,0,-3447.920654296875
137,1,-3448.037841796875
137,2,-3536.14990234375
138,0,-3477.66015625
138,1,-3511.254150390625
138,2,-3347.080078125
139,0,-3554.34130859375
139,1,-3431.05859375
139,2,-3464.208740234375
140,0,-3414.87109375
140,1,-3520.034912109375
140,2,-3656.29052734375
141,0,-3533.75830078125
141,1,-3619.21240234375
141,2,-3276.776123046875
142,0,-3411.031494140625
142,1,-3567.43408203125
142,2,-3677.6884765625
143,0,-3570.0029296875
143,1,-3471.349853515625
143,2,-3609.39599609375
144,0,-3563.21240234375
144,1,-3583.619873046875
144,2,-3441.910888671875
145,0,-3498.528076171875
145,1,-3591.65869140625
145,2,-3544.44970703125
146,0,-3593.850341796875
146,1,-3594.807861328125
146,2,-3453.378662109375
147,0,-3550.992919921875
147,1,-3623.14794921875
147,2,-3511.96142578125
148,0,-3671.363037109375
148,1,-3539.912841796875
148,2,-3503.48388671875
149,0,-3634.613525390625
149,1,-3557.216552734375
149,2,-3575.732421875
150,0,-3470.7392578125
150,1,-3721.130615234375
150,2,-3637.665771484375
151,0,-3702.46337890625
151,1,-3515.535400390625
151,2,-3661.52294921875
152,0,-3621.483154296875
152,1,-3649.3115234375
152,2,-3578.414306640625
153,0,-3775.529052734375
153,1,-3549.724853515625
153,2,-3566.9638671875
154,0,-3661.11279296875
154,1,-3706.806640625
154,2,-3553.417236328125
155,0,-3643.1787109375
155,1,-3673.005615234375
155,2,-3724.5771484375
156,0,-3621.3857421875
156,1,-3742.718505859375
156,2,-3662.6171875
157,0,-3579.7548828125
157,1,-3753.943359375
157,2,-3848.74365234375
158,0,-3738.18505859375
158,1,-3652.27490234375
158,2,-3795.58935546875
159,0,-3743.19677734375
159,1,-3678.95361328125
159,2,-3805.411376953125
160,0,-3741.6796875
160,1,-3799.464111328125
160,2,-3553.162841796875
161,0,-3711.43017578125
161,1,-3838.517578125
161,2,-3589.10107421875
162,0,-3761.420654296875
162,1,-3924.516845703125
162,2,-3405.995849609375
163,0,-3902.893310546875
163,1,-3704.53955078125
163,2,-3609.2109375
164,0,-3611.995361328125
164,1,-3900.5068359375
164,2,-3892.83642578125
165,0,-3793.7822265625
165,1,-3728.057861328125
165,2,-3936.343017578125
166,0,-3760.653564453125
166,1,-3934.53369140625
166,2,-3592.566650390625
167,0,-3882.551025390625
167,1,-3831.653076171875
167,2,-3638.89501953125
168,0,-3835.482421875
168,1,-3859.21826171875
168,2,-3730.859619140625
169,0,-3899.466796875
169,1,-3798.106689453125
169,2,-3737.60791015625
170,0,-3827.66357421875
170,1,-3796.013671875
170,2,-4036.351318359375
171,0,-3906.784912109375
171,1,-3649.937744140625
171,2,-4185.16357421875
172,0,-3735.9091796875
172,1,-3950.52099609375
172,2,-3992.6708984375
173,0,-3908.650390625
173,1,-3869.783203125
173,2,-3827.11865234375
174,0,-3845.6728515625
174,1,-3975.503662109375
174,2,-3823.5224609375
175,0,-3951.679443359375
175,1,-3887.482421875
175,2,-3833.453857421875
176,0,-3860.802490234375
176,1,-3959.850830078125
176,2,-3902.496826171875
177,0,-3897.7734375
177,1,-3916.10009765625
177,2,-3975.1015625
178,0,-4093.010986328125
178,1,-3857.734619140625
178,2,-3740.34814453125
179,0,-3843.478271484375
179,1,-4079.884033203125
179,2,-3765.337158203125
180,0,-3961.5380859375
180,1,-3804.368408203125
180,2,-4155.86572265625
181,0,-3957.93212890625
181,1,-3901.25244140625
181,2,-4010.734619140625
182,0,-3997.4580078125
182,1,-3826.59326171875
182,2,-4137.47998046875
183,0,-3934.4326171875
183,1,-3937.436767578125
183,2,-4157.923828125
184,0,-3941.956787109375
184,1,-4086.187744140625
184,2,-3900.098388671875
185,0,-3962.791259765625
185,1,-4107.9873046875
185,2,-3928.36767578125
186,0,-3964.05029296875
186,1,-4093.475341796875
186,2,-4034.32080078125
187,0,-4016.379638671875
187,1,-3982.340087890625
187,2,-4211.80615234375
188,0,-3957.5166015625
188,1,-4114.1572265625
188,2,-4063.874755859375
189,0,-4054.132080078125
189,1,-4059.238525390625
189,2,-4054.827392578125
190,0,-3975.2919921875
190,1,-4148.00244140625
190,2,-4043.829345703125
191,0,-4047.478759765625
191,1,-4093.814697265625
191,2,-4113.0380859375
192,0,-4075.081298828125
192,1,-4179.126953125
192,2,-3984.947509765625
193,0,-4072.119873046875
193,1,-4156.35791015625
193,2,-4152.58447265625
194,0,-4070.790283203125
194,1,-4004.92626953125
194,2,-4480.9755859375
195,0,-4097.43408203125
195,1,-4174.89892578125
195,2,-4125.3798828125
196,0,-4058.8017578125
196,1,-4313.97265625
196,2,-3987.093994140625
197,0,-4179.2041015625
197,1,-4186.86572265625
197,2,-4063.29052734375
198,0,-4314.50830078125
198,1,-4143.20703125
198,2,-3871.62744140625
199,0,-4075.544189453125
199,1,-4216.517578125
199,2,-4310.0869140625
200,0,-4432.36376953125
200,1,-4073.0341796875
200,2,-3932.55126953125
201,0,-4248.47412109375
201,1,-4255.0458984375
201,2,-3966.8994140625
202,0,-4314.90234375
202,1,-4128.94384765625
202,2,-4140.9248046875
203,0,-4215.779296875
203,1,-4197.310546875
203,2,-4271.478515625
204,0,-4221.29345703125
204,1,-4232.333984375
204,2,-4328.23486328125
205,0,-4370.00390625
205,1,-4031.18115234375
205,2,-4480.93115234375
206,0,-4312.01953125
206,1,-4228.9384765625
206,2,-4284.51806640625
207,0,-4130.0390625
207,1,-4419.048828125
207,2,-4266.625
208,0,-4330.34375
208,1,-4317.4248046875
208,2,-4179.1591796875
209,0,-4301.38623046875
209,1,-4260.65478515625
209,2,-4395.7119140625
210,0,-4138.654296875
210,1,-4218.0966796875
210,2,-4887.318359375
211,0,-4355.5986328125
211,1,-4305.15771484375
211,2,-4337.79296875
212,0,-4274.8759765625
212,1,-4406.9970703125
212,2,-4354.28759765625
213,0,-4347.2509765625
213,1,-4302.0166015625
213,2,-4477.13427734375
214,0,-4408.95556640625
214,1,-4315.3349609375
214,2,-4385.369140625
215,0,-4296.4658203125
215,1,-4424.328125
215,2,-4395.6142578125
216,0,-4307.07080078125
216,1,-4404.29736328125
216,2,-4443.509765625
217,0,-4399.955078125
217,1,-4454.14013671875
217,2,-4249.529296875
218,0,-4500.08935546875
218,1,-4389.7802734375
218,2,-4266.84912109375
219,0,-4386.294921875
219,1,-4357.61767578125
219,2,-4631.46240234375
220,0,-4392.65966796875
220,1,-4552.31005859375
220,2,-4286.45361328125
221,0,-4533.8017578125
221,1,-4447.1640625
221,2,-4217.44873046875
222,0,-4481.1513671875
222,1,-4468.0390625
222,2,-4333.73193359375
223,0,-4430.0
223,1,-4494.85546875
223,2,-4367.84033203125
224,0,-4505.04931640625
224,1,-4367.98486328125
224,2,-4582.35791015625
225,0,-4493.34375
225,1,-4467.4716796875
225,2,-4479.7421875
226,0,-4472.7197265625
226,1,-4483.41796875
226,2,-4508.73828125
227,0,-4499.72119140625
227,1,-4463.8623046875
227,2,-4524.0615234375
228,0,-4545.56640625
228,1,-4472.71630859375
228,2,-4511.69970703125
229,0,-4538.330078125
229,1,-4488.615234375
229,2,-4542.8486328125
230,0,-4495.6162109375
230,1,-4576.28515625
230,2,-4293.0458984375
231,0,-4508.2470703125
231,1,-4523.04345703125
231,2,-4426.017578125
232,0,-4454.734375
232,1,-4365.90869140625
232,2,-4946.88623046875
233,0,-4447.17578125
233,1,-4611.5673828125
233,2,-4618.44775390625
234,0,-4481.34765625
234,1,-4662.37353515625
234,2,-4451.1748046875
235,0,-4581.3505859375
235,1,-4569.61328125
235,2,-4560.4638671875
236,0,-4423.9326171875
236,1,-4776.51171875
236,2,-4592.96826171875
237,0,-4553.3291015625
237,1,-4520.9091796875
237,2,-4861.927734375
238,0,-4623.13671875
238,1,-4591.66162109375
238,2,-4620.6005859375
239,0,-4640.2275390625
239,1,-4575.5380859375
239,2,-4774.0625
240,0,-4757.25048828125
240,1,-4611.55615234375
240,2,-4576.447265625
241,0,-4834.474609375
241,1,-4669.93701171875
241,2,-4347.33935546875
242,0,-4799.0107421875
242,1,-4590.693359375
242,2,-4659.140625
243,0,-4699.16796875
243,1,-4641.9013671875
243,2,-4827.99609375
244,0,-4558.87744140625
244,1,-4819.07666015625
244,2,-4923.70166015625
245,0,-4744.4013671875
245,1,-4566.6435546875
245,2,-5078.060546875
246,0,-4703.36181640625
246,1,-4782.890625
246,2,-4738.91552734375
247,0,-4745.8828125
247,1,-4699.19873046875
247,2,-4932.92724609375
248,0,-4670.037109375
248,1,-4718.1416015625
248,2,-5150.94482421875
249,0,-4690.427734375
249,1,-4775.87890625
249,2,-5005.046875
250,0,-4807.11572265625
250,1,-4781.3681640625
250,2,-4846.85302734375
251,0,-4685.091796875
251,1,-4817.7060546875
251,2,-4928.91748046875
252,0,-4761.484375
252,1,-4832.5986328125
252,2,-4827.31201171875
253,0,-4983.595703125
253,1,-4715.779296875
253,2,-4521.6279296875
254,0,-4768.796875
254,1,-4684.77587890625
254,2,-4995.96923828125
255,0,-4915.8447265625
255,1,-4666.1484375
255,2,-4747.69384765625
256,0,-4794.89794921875
256,1,-4824.74072265625
256,2,-4736.00390625
257,0,-4944.509765625
257,1,-4700.66064453125
257,2,-4795.353515625
258,0,-4675.103515625
258,1,-4734.39111328125
258,2,-5375.6806640625
259,0,-4915.40673828125
259,1,-4817.03125
259,2,-4697.12353515625
260,0,-4862.787109375
260,1,-4959.19482421875
260,2,-4654.5244140625
261,0,-5003.3212890625
261,1,-4716.95849609375
261,2,-4925.82958984375
262,0,-4828.81005859375
262,1,-4874.32958984375
262,2,-5028.10205078125
263,0,-5126.09130859375
263,1,-4870.25634765625
263,2,-4476.91162109375
264,0,-4793.75244140625
264,1,-4902.85009765625
264,2,-5270.58056640625
265,0,-5027.60009765625
265,1,-4815.45166015625
265,2,-5011.58154296875
266,0,-4989.57470703125
266,1,-4995.9169921875
266,2,-4785.33203125
267,0,-4940.109375
267,1,-4914.29248046875
267,2,-5082.74658203125
268,0,-4893.9091796875
268,1,-5113.24560546875
268,2,-4889.40673828125
269,0,-4899.78173828125
269,1,-5004.98291015625
269,2,-5193.2001953125
270,0,-5094.9208984375
270,1,-4898.01904296875
270,2,-4943.5302734375
271,0,-4898.67578125
271,1,-5255.77783203125
271,2,-4689.6201171875
272,0,-5316.4462890625
272,1,-4766.98046875
272,2,-4871.17626953125
273,0,-4902.9423828125
273,1,-5138.69384765625
273,2,-5076.12060546875
274,0,-4945.76904296875
274,1,-5042.8037109375
274,2,-5249.23681640625
275,0,-4977.76806640625
275,1,-4998.93701171875
275,2,-5186.98681640625
276,0,-5244.78369140625
276,1,-4745.60595703125
276,2,-5223.55419921875
277,0,-4947.087890625
277,1,-5178.3076171875
277,2,-4918.4453125
278,0,-5053.2880859375
278,1,-4985.91015625
278,2,-5051.513671875
279,0,-4897.54345703125
279,1,-5050.28955078125
279,2,-5392.48388671875
280,0,-4964.796875
280,1,-5005.03662109375
280,2,-5378.056640625
281,0,-5046.0234375
281,1,-5150.68359375
281,2,-4929.29443359375
282,0,-5174.01806640625
282,1,-4972.22119140625
282,2,-4931.45458984375
283,0,-5052.96044921875
283,1,-5097.90576171875
283,2,-4961.72314453125
284,0,-4955.69775390625
284,1,-5336.03759765625
284,2,-4788.2138671875
285,0,-5150.9853515625
285,1,-5043.13525390625
285,2,-5011.20166015625
286,0,-5044.70654296875
286,1,-5214.375
286,2,-5089.923828125
287,0,-5087.25537109375
287,1,-5066.052734375
287,2,-5435.7216796875
288,0,-5147.67041015625
288,1,-5156.99755859375
288,2,-5145.81689453125
289,0,-5266.55908203125
289,1,-5035.8564453125
289,2,-5243.91552734375
290,0,-5120.2138671875
290,1,-5364.56982421875
290,2,-4904.45654296875
291,0,-5351.560546875
291,1,-5036.10693359375
291,2,-5202.98828125
292,0,-5298.88232421875
292,1,-5198.0185546875
292,2,-5021.2568359375
293,0,-5193.8076171875
293,1,-5084.091796875
293,2,-5503.869140625
294,0,-5210.43115234375
294,1,-5279.5107421875
294,2,-5107.34375
295,0,-5099.9873046875
295,1,-5144.05224609375
295,2,-5614.04248046875
296,0,-5225.0244140625
296,1,-5183.12158203125
296,2,-5374.9130859375
297,0,-5147.419921875
297,1,-5368.8818359375
297,2,-5151.32275390625
298,0,-5231.439453125
298,1,-5169.80322265625
298,2,-5478.77685546875
299,0,-5358.259765625
299,1,-5251.47607421875
299,2,-5194.603515625
